sales_id,month_name,month,quarter,year,is_weekend,gender,customer_country,customer_state,customer_city,category,brand,product_name,region,store_country,store_city,quantity_sold,unit_price,discount,total_amount
492,June,6,2,2024,0,M,Solomon Islands,North Dakota,Douglasmouth,Toys,BrandD,Produce Magazine,North,Singapore,West Josephton,2,838.36,1.82,1674.9
493,February,2,1,2024,0,M,Pitcairn Islands,New Mexico,New Brett,Clothing,BrandB,Easy Spring,North,El Salvador,Toddchester,10,301.78,31.48,2986.32
494,June,6,2,2024,0,F,Qatar,Montana,Barnettport,Electronics,BrandB,Later Ground,South,Barbados,Aprilhaven,5,954.82,13.55,4760.55
495,February,2,1,2024,1,M,Andorra,Oregon,Chrisfurt,Home & Kitchen,BrandB,Hundred Involve,East,Switzerland,Charleneshire,4,97.79,30.8,360.36
496,February,2,1,2024,0,F,Saint Lucia,Virginia,Hannahstad,Clothing,BrandE,Sure Teacher,West,Indonesia,Ramirezfurt,5,130.31,25.54,626.01
497,February,2,1,2025,0,M,India,South Carolina,West Pam,Electronics,BrandE,Wide At,Central,Bulgaria,New Melissa,2,59.77,11.15,108.39
498,October,10,4,2023,1,F,Bulgaria,West Virginia,Port Sheilafort,Books,BrandD,Actually Southern,East,Taiwan,North Tyler,10,191.74,33.86,1883.54
499,June,6,2,2025,0,M,New Zealand,Oklahoma,Owentown,Sports,BrandA,President Respond,Central,United Kingdom,Michaelfort,9,605.46,25.98,5423.16
500,June,6,2,2024,1,F,Trinidad and Tobago,North Carolina,Christopherchester,Electronics,BrandD,Dinner Whose,South,Tuvalu,Port Tinaland,8,892.38,40.07,7098.97
501,July,7,3,2024,0,F,Papua New Guinea,Colorado,Evanburgh,Toys,BrandA,Report Him,South,United States Virgin Islands,South Ryan,2,907.77,17.65,1797.89
502,December,12,4,2024,0,M,Heard Island and McDonald Islands,New Hampshire,Port David,Sports,BrandA,President Respond,North,Denmark,South Michaelfurt,10,884.4,30.4,8813.6
503,March,3,1,2024,1,M,Wallis and Futuna,Arizona,Port Cassandraville,Sports,BrandB,Green People,North,Barbados,Port Ryanland,9,950.24,36.77,8515.39
504,March,3,1,2025,1,F,Tuvalu,West Virginia,Lake Frederick,Electronics,BrandD,Audience Magazine,South,United States Virgin Islands,South Ryan,9,611.16,16.3,5484.14
505,October,10,4,2024,0,F,Turkmenistan,Alaska,New Robertborough,Electronics,BrandC,Every Watch,Central,Botswana,Bowersland,9,55.3,30.64,467.06
506,July,7,3,2024,0,F,Algeria,Arizona,Lake Earlview,Toys,BrandD,Treatment Soldier,Central,British Virgin Islands,Guerraside,2,633.96,17.56,1250.36
507,May,5,2,2024,0,M,Paraguay,Michigan,North Michelle,Electronics,BrandB,Environment Performance,Central,Malawi,Lake Hollyside,1,676.56,12.19,664.37
508,October,10,4,2023,0,M,Wallis and Futuna,Arizona,Port Cassandraville,Home & Kitchen,BrandA,Try Research,Central,British Virgin Islands,Guerraside,8,841.5,22.98,6709.02
509,November,11,4,2023,1,F,San Marino,Wisconsin,Port Michael,Toys,BrandA,Attention Test,South,Barbados,Aprilhaven,8,916.19,1.23,7328.29
510,October,10,4,2025,1,M,Slovenia,North Carolina,Jonland,Sports,BrandB,Teach Television,West,Benin,Lopezchester,9,255.88,48.83,2254.09
511,March,3,1,2025,0,M,Saint Helena,New York,West Jennifershire,Books,BrandA,Behind Dog,South,Nauru,Port Shelley,3,91.25,14.87,258.88
512,June,6,2,2025,0,F,Luxembourg,Hawaii,Tracyview,Electronics,BrandC,Prepare Together,Central,Bulgaria,New Melissa,4,819.21,47.54,3229.3
513,September,9,3,2025,0,M,Peru,Rhode Island,East Brian,Books,BrandA,When Tonight,North,New Caledonia,Jeffreyberg,6,900.64,44.84,5359.0
514,February,2,1,2024,0,F,Falkland Islands (Malvinas),New York,Silvaland,Electronics,BrandB,His Sense,South,Cocos (Keeling) Islands,Brooksville,9,353.58,16.48,3165.74
515,May,5,2,2025,1,M,United Arab Emirates,Texas,East Josephland,Home & Kitchen,BrandE,My Rise,West,Botswana,Kimberlyshire,6,69.56,33.06,384.3
516,November,11,4,2023,0,F,Estonia,Texas,New Darlene,Clothing,BrandD,Never Hit,East,Montenegro,Port Kevinberg,8,75.27,20.17,581.99
517,December,12,4,2023,0,M,Somalia,West Virginia,Millsville,Books,BrandA,Stock Usually,North,Ethiopia,Ramirezhaven,10,391.72,44.06,3873.14
518,February,2,1,2025,1,M,Jordan,North Carolina,West Josephhaven,Books,BrandE,After Week,East,Finland,North Stacyport,1,997.03,30.37,966.66
519,October,10,4,2024,0,F,Zambia,Maryland,Kaylaport,Toys,BrandD,Feel Control,North,El Salvador,Toddchester,10,260.26,7.91,2594.69
520,September,9,3,2024,0,F,Congo,North Carolina,South Tanya,Toys,BrandC,Structure Matter,West,Botswana,Kimberlyshire,8,899.47,27.51,7168.25
521,May,5,2,2025,0,M,Afghanistan,Mississippi,Carlsonville,Home & Kitchen,BrandC,Firm Difficult,North,Ethiopia,Ramirezhaven,10,739.52,6.97,7388.23
522,December,12,4,2023,0,F,Holy See (Vatican City State),Hawaii,New Elizabethshire,Clothing,BrandE,Course Security,South,Panama,Lake Johnhaven,6,807.49,35.76,4809.18
523,March,3,1,2024,0,M,Pitcairn Islands,West Virginia,New Katherineton,Books,BrandD,Pretty All,South,Cocos (Keeling) Islands,Brooksville,5,281.77,23.14,1385.71
524,June,6,2,2024,0,F,Burkina Faso,Iowa,Tonyaview,Electronics,BrandA,Decide Family,West,Congo,Gibsonhaven,10,607.19,25.11,6046.79
525,August,8,3,2024,1,F,Fiji,Rhode Island,Stevenfurt,Electronics,BrandB,Director Note,North,Montenegro,Tylerhaven,2,427.55,23.38,831.72
526,July,7,3,2024,0,F,Mauritius,California,Carolynstad,Clothing,BrandD,Outside Country,South,Cocos (Keeling) Islands,Brooksville,5,949.76,14.87,4733.93
527,November,11,4,2024,0,M,Belize,Wisconsin,Palmerton,Home & Kitchen,BrandA,Shoulder Deep,North,Montenegro,Tylerhaven,9,811.98,12.53,7295.29
528,March,3,1,2024,1,M,Russian Federation,New Hampshire,Scottton,Electronics,BrandD,Audience Magazine,East,Taiwan,North Tyler,9,742.36,43.77,6637.47
529,May,5,2,2024,0,M,United States Minor Outlying Islands,Indiana,Markbury,Home & Kitchen,BrandE,Service Help,North,New Caledonia,Jeffreyberg,9,827.82,41.17,7409.21
530,April,4,2,2024,0,M,Senegal,Virginia,Paulabury,Toys,BrandE,Air War,West,Canada,South Shari,8,870.0,13.21,6946.79
531,March,3,1,2025,0,M,China,Maryland,North Jennifer,Clothing,BrandE,Network Property,Central,Cuba,Barnettfort,9,574.81,7.57,5165.72
532,November,11,4,2023,0,M,Montenegro,Texas,Chelseashire,Home & Kitchen,BrandD,Themselves Recognize,East,Aruba,North Matthew,5,508.21,44.98,2496.07
533,March,3,1,2024,1,F,New Zealand,Alaska,Gordonmouth,Clothing,BrandD,Receive Federal,South,Cocos (Keeling) Islands,Brooksville,3,827.87,46.3,2437.31
534,August,8,3,2024,0,F,Guatemala,Alaska,South Stacyborough,Books,BrandC,Million Discuss,North,Denmark,South Michaelfurt,10,76.45,13.14,751.36
535,March,3,1,2025,0,F,Guinea,Utah,Kelseystad,Books,BrandE,Work Hour,South,Panama,Lake Johnhaven,5,102.91,11.23,503.32
536,June,6,2,2024,0,F,Bulgaria,West Virginia,Port Sheilafort,Sports,BrandD,Color Hear,Central,British Virgin Islands,Guerraside,3,708.3,0.99,2123.91
537,November,11,4,2023,1,F,Uganda,Texas,North Victor,Home & Kitchen,BrandD,Stuff Practice,West,Benin,Lopezchester,10,651.06,17.79,6492.81
538,October,10,4,2024,0,M,Cote d'Ivoire,Alaska,Brownview,Sports,BrandE,Song No,North,Singapore,West Josephton,9,169.93,39.53,1489.84
539,December,12,4,2024,1,F,United Kingdom,Rhode Island,New Derrickhaven,Toys,BrandC,Nation Bar,South,Nauru,Port Shelley,3,197.31,19.5,572.43
540,July,7,3,2025,0,F,Zambia,Maryland,Kaylaport,Sports,BrandE,Home Record,West,Bolivia,Port Matthewhaven,10,473.8,7.63,4730.37
541,August,8,3,2024,0,F,New Caledonia,Ohio,East Thomas,Home & Kitchen,BrandD,Trouble Or,West,Venezuela,Lake Sethfurt,4,503.57,32.82,1981.46
542,May,5,2,2024,0,M,Netherlands Antilles,Arizona,Keithton,Electronics,BrandB,Into Realize,South,Jordan,Kevinville,9,882.47,28.88,7913.35
543,September,9,3,2025,1,M,Greece,Mississippi,Karinaland,Home & Kitchen,BrandA,Nature Along,West,Nauru,South Spencershire,7,670.41,8.48,4684.39
544,December,12,4,2024,0,M,Uganda,Oregon,Antoniobury,Home & Kitchen,BrandD,Music Lawyer,West,Venezuela,Lake Sethfurt,10,910.0,1.71,9098.29
545,December,12,4,2024,0,M,Svalbard & Jan Mayen Islands,Vermont,Jonathanside,Books,BrandA,Behind Dog,North,Singapore,West Josephton,8,191.58,40.48,1492.16
546,November,11,4,2023,1,M,Serbia,Kentucky,Haleshire,Home & Kitchen,BrandC,Sell Enter,West,Samoa,Prestonmouth,1,947.37,26.59,920.78
547,September,9,3,2024,0,F,Guinea,Utah,Kelseystad,Home & Kitchen,BrandA,Likely Really,Central,Bulgaria,New Melissa,8,355.48,27.23,2816.61
548,April,4,2,2025,0,M,Micronesia,Delaware,Lake William,Toys,BrandA,Sea Actually,North,Ethiopia,Ramirezhaven,1,450.64,14.93,435.71
549,December,12,4,2023,1,M,Greece,Mississippi,Karinaland,Toys,BrandE,Head Such,East,Montenegro,Port Kevinberg,2,138.99,33.19,244.79
550,December,12,4,2024,1,M,Hungary,Illinois,Tamibury,Clothing,BrandA,Happen More,South,Nauru,Port Shelley,8,21.48,30.11,141.73
551,October,10,4,2023,0,F,Benin,Minnesota,Loganland,Electronics,BrandD,Social According,Central,Botswana,Bowersland,7,789.58,43.24,5483.82
552,August,8,3,2025,1,F,France,Washington,Jonesshire,Toys,BrandB,Help Tree,West,Canada,South Shari,5,139.07,22.12,673.23
553,January,1,1,2025,0,M,United Kingdom,Arizona,Andrewborough,Electronics,BrandC,Break Visit,West,Venezuela,Lake Sethfurt,5,887.32,31.68,4404.92
554,December,12,4,2024,0,M,Jersey,North Dakota,Kristihaven,Home & Kitchen,BrandD,Tend Environmental,West,Venezuela,Lake Sethfurt,5,183.27,20.43,895.92
555,August,8,3,2024,1,M,Saint Helena,Oklahoma,East Michael,Home & Kitchen,BrandC,Would Situation,Central,United Kingdom,Michaelfort,2,793.99,14.31,1573.67
556,May,5,2,2024,0,M,Andorra,Wyoming,Roberthaven,Toys,BrandA,Then Moment,East,Montenegro,Port Kevinberg,4,271.79,41.16,1046.0
557,October,10,4,2023,1,F,Tunisia,Illinois,Masonshire,Electronics,BrandB,Director Note,South,Fiji,Angelaton,6,275.82,41.86,1613.06
558,March,3,1,2025,0,M,Suriname,Delaware,New Matthew,Books,BrandE,Although Cultural,East,Taiwan,North Tyler,10,109.25,34.33,1058.17
559,January,1,1,2024,0,F,New Caledonia,Ohio,East Thomas,Electronics,BrandC,Cost Trip,Central,Malawi,Lake Hollyside,3,861.85,11.29,2574.26
560,May,5,2,2025,0,M,Iraq,Rhode Island,Michelleport,Home & Kitchen,BrandA,Dark Edge,South,Barbados,Aprilhaven,10,571.07,14.74,5695.96
561,April,4,2,2025,0,F,Belgium,California,North Cassandraburgh,Electronics,BrandC,Every Watch,South,Nauru,Port Shelley,6,355.56,21.66,2111.7
562,September,9,3,2024,0,F,Kazakhstan,South Carolina,Greenmouth,Home & Kitchen,BrandB,Read Near,Central,Malawi,Lake Hollyside,5,734.57,6.53,3666.32
563,September,9,3,2025,0,M,Liechtenstein,Nevada,Louisfort,Books,BrandC,Population Reflect,East,Switzerland,Charleneshire,5,64.79,18.59,305.36
564,August,8,3,2025,0,M,Uganda,Kentucky,North Malloryburgh,Clothing,BrandD,Its Board,Central,Malawi,Lake Hollyside,5,979.67,35.78,4862.57
565,March,3,1,2025,0,F,Algeria,Alabama,Lake Rebecca,Electronics,BrandB,Available Take,North,Trinidad and Tobago,Hawkinsfurt,1,569.48,16.87,552.61
566,August,8,3,2025,0,F,Saudi Arabia,Tennessee,Wilsonville,Electronics,BrandE,Foot Late,Central,Malawi,Lake Hollyside,8,445.69,24.87,3540.65
567,April,4,2,2025,1,F,United Kingdom,Louisiana,North Glenn,Clothing,BrandC,Or Analysis,East,Costa Rica,Jamieport,5,865.69,42.42,4286.03
568,March,3,1,2024,0,M,Zimbabwe,North Carolina,West Shannontown,Clothing,BrandE,Develop List,West,Canada,South Shari,4,234.4,4.49,933.11
569,July,7,3,2025,0,F,Bangladesh,Alabama,New Andre,Sports,BrandC,Young Everything,West,Samoa,Prestonmouth,8,318.36,7.85,2539.03
570,October,10,4,2025,0,M,Bermuda,Missouri,West Brettfurt,Sports,BrandE,Create Early,West,Nauru,South Spencershire,2,696.92,48.99,1344.85
571,March,3,1,2025,1,F,Mozambique,Michigan,Dennisfurt,Sports,BrandA,Effort Statement,South,Panama,Lake Johnhaven,4,298.42,21.26,1172.42
572,August,8,3,2025,0,M,Gabon,South Carolina,Gonzalezberg,Toys,BrandD,Half Example,East,Finland,North Stacyport,6,424.74,3.58,2544.86
573,February,2,1,2025,0,M,Central African Republic,Texas,Potterport,Clothing,BrandA,Room Leg,Central,United Kingdom,Michaelfort,3,217.33,33.2,618.79
574,May,5,2,2024,0,M,United States Minor Outlying Islands,Indiana,Markbury,Toys,BrandD,Decade Ask,South,Jordan,Kevinville,1,148.54,3.56,144.98
575,June,6,2,2024,0,M,Myanmar,South Dakota,Thomasstad,Books,BrandA,Before Nearly,North,El Salvador,Toddchester,1,746.97,46.45,700.52
576,August,8,3,2025,0,F,Tunisia,Illinois,Masonshire,Books,BrandD,Home System,Central,Ukraine,Clarkshire,4,192.8,6.52,764.68
577,May,5,2,2025,0,F,Qatar,Montana,Barnettport,Home & Kitchen,BrandD,Fact Any,Central,Bulgaria,New Melissa,2,848.17,30.18,1666.16
578,March,3,1,2024,0,F,Qatar,Montana,Barnettport,Books,BrandC,Sing Language,West,Indonesia,Ramirezfurt,1,322.68,1.2,321.48
579,April,4,2,2025,0,M,Mozambique,New York,Petersonstad,Home & Kitchen,BrandB,Something Book,West,Samoa,Prestonmouth,7,56.18,20.44,372.82
580,August,8,3,2025,0,F,Papua New Guinea,Rhode Island,East Tanyaville,Toys,BrandD,Near Inside,West,Benin,Lopezchester,5,639.21,21.93,3174.12
581,July,7,3,2025,0,F,Greenland,Indiana,Susanland,Sports,BrandD,Work Weight,Central,Malawi,Lake Hollyside,8,557.52,20.31,4439.85
582,January,1,1,2024,0,F,Qatar,Indiana,Rebekahbury,Clothing,BrandC,Face Movie,East,Switzerland,Charleneshire,6,110.21,3.65,657.61
583,March,3,1,2024,0,F,Morocco,Connecticut,Port Marcbury,Clothing,BrandE,Sure Teacher,East,Finland,North Stacyport,2,980.59,28.27,1932.91
584,April,4,2,2025,0,M,Uruguay,Massachusetts,New Mitchellville,Clothing,BrandC,Figure Method,West,Congo,Gibsonhaven,3,597.05,14.67,1776.48
585,March,3,1,2024,1,M,Grenada,Indiana,Mistybury,Electronics,BrandA,Big Include,East,Taiwan,North Tyler,4,838.94,47.15,3308.61
586,July,7,3,2024,0,M,North Macedonia,Maine,East Jillport,Toys,BrandC,Experience She,North,El Salvador,Toddchester,7,477.94,33.57,3312.01
587,August,8,3,2024,0,M,Finland,Michigan,West Andrea,Books,BrandD,Each Painting,South,Venezuela,Jonathontown,1,650.81,12.37,638.44
588,October,10,4,2024,0,M,Lithuania,California,Port Zachary,Clothing,BrandC,Send Story,West,Bolivia,Port Matthewhaven,1,226.73,29.1,197.63
589,December,12,4,2023,0,F,New Caledonia,North Dakota,Waltersfort,Books,BrandB,Only Sense,North,Singapore,West Josephton,3,651.75,39.11,1916.14
590,September,9,3,2025,0,M,Lithuania,California,Port Zachary,Toys,BrandC,Step Situation,North,Barbados,Port Ryanland,5,136.53,1.37,681.28
591,June,6,2,2024,1,F,Swaziland,Alabama,New Danielle,Books,BrandA,Financial Give,East,Finland,North Stacyport,8,907.58,42.3,7218.34
592,October,10,4,2023,0,F,Korea,Kentucky,Lorichester,Clothing,BrandC,Whether Today,South,Jordan,Kevinville,3,714.42,30.59,2112.67
593,September,9,3,2024,0,M,Burundi,South Dakota,West Jenna,Toys,BrandB,Investment Listen,West,Benin,Lopezchester,7,257.81,38.51,1766.16
594,August,8,3,2025,1,F,Micronesia,Mississippi,West Carolyn,Books,BrandD,Son Mission,South,Tuvalu,Port Tinaland,2,567.51,45.39,1089.63
595,June,6,2,2024,0,F,Guinea,Iowa,Harrisbury,Clothing,BrandE,College Environment,Central,Cuba,Barnettfort,8,889.33,41.6,7073.04
596,November,11,4,2024,0,M,Christmas Island,Iowa,Rogerstown,Electronics,BrandE,Number Couple,North,Ethiopia,Ramirezhaven,1,797.87,34.78,763.09
597,March,3,1,2024,0,F,Norway,South Dakota,West Lisafort,Toys,BrandA,Black Idea,West,Nicaragua,South Brianhaven,2,326.44,20.12,632.76
598,March,3,1,2024,0,F,Puerto Rico,Virginia,Christopherville,Electronics,BrandB,Environment Performance,South,United States Virgin Islands,South Ryan,9,298.96,32.41,2658.23
599,June,6,2,2024,0,F,Isle of Man,Michigan,Karenchester,Home & Kitchen,BrandD,Become Forget,South,Barbados,Aprilhaven,1,939.06,31.55,907.51
600,April,4,2,2024,0,F,Jamaica,Texas,Lake Jeffreyville,Home & Kitchen,BrandD,Reflect Many,East,Montenegro,Port Kevinberg,1,760.06,40.77,719.29
601,August,8,3,2025,0,M,Tunisia,New Hampshire,Lake Timothy,Sports,BrandB,Dog Thought,East,Hong Kong,East Ariel,5,843.87,15.36,4203.99
602,September,9,3,2024,0,M,Burkina Faso,Pennsylvania,Edwardston,Sports,BrandD,If Coach,South,Jamaica,Deleonmouth,2,164.07,12.29,315.85
603,January,1,1,2024,0,M,Armenia,Minnesota,Jeffreyview,Toys,BrandE,Southern Product,Central,Sudan,Whitneyborough,8,515.97,40.08,4087.68
604,October,10,4,2024,1,F,Qatar,Indiana,Rebekahbury,Home & Kitchen,BrandA,Their Piece,East,Bhutan,Daytown,5,718.67,10.32,3583.03
605,March,3,1,2024,1,F,Equatorial Guinea,West Virginia,Williamsstad,Home & Kitchen,BrandD,Church Everyone,Central,Christmas Island,New Paultown,10,788.26,32.35,7850.25
606,August,8,3,2024,0,M,Falkland Islands (Malvinas),Arizona,Lake Anna,Home & Kitchen,BrandD,Become Forget,Central,Bangladesh,Perezview,9,970.68,0.8,8735.32
607,November,11,4,2024,1,F,Mozambique,Michigan,Dennisfurt,Sports,BrandB,Eight Federal,Central,Egypt,South Kyle,7,141.4,20.98,968.82
608,April,4,2,2024,0,F,South Africa,Michigan,South Scott,Electronics,BrandD,Soon During,East,Taiwan,North Tyler,7,532.61,8.34,3719.93
609,January,1,1,2025,0,M,Egypt,North Dakota,Lake Willie,Clothing,BrandB,Evidence Decide,Central,Bangladesh,Perezview,4,16.92,45.9,21.78
610,December,12,4,2024,0,M,Somalia,South Dakota,Hernandezchester,Books,BrandC,At Create,West,Nauru,South Spencershire,5,868.56,42.85,4299.95
611,March,3,1,2024,1,F,Norway,Mississippi,East Stacey,Clothing,BrandE,Campaign Expert,North,Singapore,West Josephton,8,99.5,8.32,787.68
612,June,6,2,2024,1,F,Papua New Guinea,Colorado,Evanburgh,Books,BrandB,West With,Central,Bangladesh,Perezview,4,323.42,49.47,1244.21
613,March,3,1,2025,0,M,Myanmar,Delaware,Crystalmouth,Home & Kitchen,BrandE,There Last,South,Nauru,Port Shelley,6,694.72,44.49,4123.83
614,January,1,1,2025,0,M,Korea,Washington,Kimberlymouth,Home & Kitchen,BrandB,Something Book,East,Palestinian Territory,Nguyenside,3,172.96,38.47,480.41
615,May,5,2,2024,0,M,Japan,Missouri,Meganburgh,Books,BrandE,Week Who,South,Venezuela,Jonathontown,6,931.73,19.51,5570.87
616,March,3,1,2025,0,M,Uzbekistan,Arkansas,Kathrynbury,Toys,BrandD,Top Middle,North,Montenegro,Tylerhaven,4,472.59,48.8,1841.56
617,September,9,3,2025,0,M,Sierra Leone,Arkansas,Brandimouth,Books,BrandB,Although Claim,East,Hong Kong,East Ariel,9,809.01,9.68,7271.41
618,September,9,3,2024,1,F,Romania,Delaware,South David,Electronics,BrandA,Future Pay,East,Aruba,North Matthew,1,344.1,49.72,294.38
619,August,8,3,2024,0,F,Zambia,Pennsylvania,South Richard,Home & Kitchen,BrandD,Themselves Recognize,Central,Botswana,Bowersland,1,968.16,5.77,962.39
620,September,9,3,2024,0,F,Norfolk Island,New Mexico,Lake Richard,Sports,BrandD,Task Someone,North,Denmark,South Michaelfurt,3,767.42,48.49,2253.77
621,April,4,2,2025,1,M,Guinea-Bissau,Montana,Janiceton,Books,BrandE,Remember Per,South,Tuvalu,Port Tinaland,7,819.33,2.22,5733.09
622,September,9,3,2024,0,M,China,Georgia,West Ginachester,Electronics,BrandA,Budget Democrat,Central,United Kingdom,Michaelfort,5,562.3,13.1,2798.4
623,January,1,1,2024,0,M,Micronesia,West Virginia,Wileyhaven,Clothing,BrandA,Find To,Central,Guadeloupe,Lake Matthewton,9,953.95,12.04,8573.51
624,March,3,1,2024,0,F,Zambia,Louisiana,Dunnfurt,Clothing,BrandC,Day Audience,North,Ethiopia,Ramirezhaven,6,155.06,13.31,917.05
625,March,3,1,2025,0,F,United States of America,Illinois,Wongside,Clothing,BrandB,Interest That,North,Singapore,West Josephton,4,151.93,35.24,572.48
626,June,6,2,2024,1,F,Norway,South Dakota,West Lisafort,Sports,BrandC,Young Everything,West,Nauru,South Spencershire,2,361.1,33.87,688.33
627,April,4,2,2024,0,M,Saint Barthelemy,South Dakota,New Edwardtown,Electronics,BrandB,Outside Sister,North,New Caledonia,Jeffreyberg,10,483.62,31.47,4804.73
628,April,4,2,2025,0,M,Switzerland,North Dakota,Cindyville,Electronics,BrandC,Main Much,South,Tuvalu,Port Tinaland,4,406.02,14.47,1609.61
629,March,3,1,2025,1,F,Kazakhstan,South Carolina,Greenmouth,Books,BrandA,Claim Authority,South,United States Virgin Islands,South Ryan,4,930.72,6.28,3716.6
630,March,3,1,2025,0,F,Northern Mariana Islands,Kansas,Nealchester,Toys,BrandE,Head Such,North,El Salvador,Toddchester,9,564.74,46.59,5036.07
631,May,5,2,2025,1,M,Kenya,Nebraska,Smithtown,Electronics,BrandE,Discuss Player,South,Panama,Lake Johnhaven,9,10.12,11.4,79.68
632,August,8,3,2024,0,F,Hong Kong,Rhode Island,Stephaniebury,Toys,BrandD,Police Receive,North,New Caledonia,Jeffreyberg,5,518.44,49.02,2543.18
633,January,1,1,2024,1,M,Djibouti,Virginia,North Richardmouth,Books,BrandE,After Week,West,Congo,Gibsonhaven,4,621.66,12.82,2473.82
634,March,3,1,2024,0,M,Tokelau,Washington,Lake Richardfort,Books,BrandE,Work Hour,East,Finland,North Stacyport,5,76.31,42.26,339.29
635,July,7,3,2025,0,F,Saudi Arabia,Tennessee,Wilsonville,Clothing,BrandA,Back Travel,Central,United Kingdom,Michaelfort,7,702.21,35.17,4880.3
636,November,11,4,2023,0,F,Bulgaria,California,Kellyport,Toys,BrandD,Respond Fine,North,Singapore,West Josephton,8,911.06,2.26,7286.22
637,December,12,4,2024,0,F,Zambia,Maryland,Kaylaport,Electronics,BrandA,Answer Rich,West,Canada,South Shari,6,848.18,8.79,5080.29
638,December,12,4,2024,0,F,Ghana,Arizona,Miguelburgh,Home & Kitchen,BrandE,List Professor,North,Singapore,West Josephton,6,122.56,22.5,712.86
639,September,9,3,2024,0,F,Guernsey,South Dakota,Cooperport,Books,BrandD,Each Painting,North,Barbados,Port Ryanland,5,728.95,0.15,3644.6
640,August,8,3,2024,0,F,Bolivia,Washington,West Lawrence,Toys,BrandA,Building Choose,East,Taiwan,North Tyler,8,769.21,4.93,6148.75
641,August,8,3,2025,0,M,Belize,Wisconsin,Palmerton,Books,BrandD,Son Mission,East,Montenegro,Port Kevinberg,3,728.77,44.67,2141.64
642,May,5,2,2024,0,M,Brazil,Virginia,Melissaton,Clothing,BrandB,Easy Spring,South,Jamaica,Deleonmouth,7,928.84,21.2,6480.68
643,April,4,2,2025,1,M,Zambia,Idaho,Kellerhaven,Home & Kitchen,BrandD,Themselves Recognize,West,Samoa,Prestonmouth,4,11.88,10.86,36.66
644,June,6,2,2024,0,M,Congo,Massachusetts,East Christianton,Books,BrandA,Claim Authority,North,Denmark,South Michaelfurt,1,735.51,4.75,730.76
645,December,12,4,2024,0,F,Kiribati,Hawaii,West Maryville,Clothing,BrandA,Medical Produce,West,Botswana,Kimberlyshire,5,936.83,20.91,4663.24
646,March,3,1,2025,1,F,Gibraltar,Idaho,Laurastad,Books,BrandD,Design Item,West,Venezuela,Lake Sethfurt,9,435.64,0.87,3919.89
647,September,9,3,2025,0,M,Micronesia,Utah,Jamesside,Books,BrandC,Sing Language,South,Fiji,Angelaton,4,469.15,37.47,1839.13
648,June,6,2,2024,0,F,New Caledonia,North Dakota,Waltersfort,Toys,BrandC,Step Situation,East,Bhutan,Daytown,7,898.46,20.57,6268.65
649,July,7,3,2024,1,F,Saudi Arabia,Hawaii,East Douglas,Clothing,BrandB,Sense Who,West,Canada,South Shari,3,517.98,11.43,1542.51
650,September,9,3,2024,0,M,Saint Helena,South Dakota,Port Laurafort,Home & Kitchen,BrandD,Full Require,Central,Guadeloupe,Lake Matthewton,6,350.85,26.12,2078.98
651,January,1,1,2025,0,F,Zambia,Pennsylvania,South Richard,Sports,BrandC,Wait Compare,South,Cocos (Keeling) Islands,Brooksville,4,623.37,1.72,2491.76
652,December,12,4,2024,0,F,Gabon,New Hampshire,Stephenport,Toys,BrandE,Air War,South,Barbados,Aprilhaven,6,948.75,23.87,5668.63
653,January,1,1,2025,0,F,French Southern Territories,Idaho,West Laurie,Clothing,BrandB,Nice Market,South,Jordan,Kevinville,9,280.54,35.6,2489.26
654,November,11,4,2024,1,M,Uganda,Oregon,Antoniobury,Home & Kitchen,BrandD,Become Forget,East,Bhutan,Daytown,4,630.4,5.67,2515.93
655,August,8,3,2024,0,F,Saint Kitts and Nevis,Idaho,Michelleshire,Books,BrandD,Can Shoulder,West,Nicaragua,South Brianhaven,8,856.6,37.39,6815.41
656,July,7,3,2024,0,M,Azerbaijan,West Virginia,Maureenchester,Books,BrandA,His Serve,South,Panama,Lake Johnhaven,6,490.37,23.02,2919.2
657,March,3,1,2024,1,M,Grenada,Indiana,Mistybury,Home & Kitchen,BrandC,Oil Government,Central,Egypt,South Kyle,4,474.78,21.69,1877.43
658,March,3,1,2024,0,F,Myanmar,West Virginia,South Danielleburgh,Home & Kitchen,BrandE,Again Cup,Central,Christmas Island,New Paultown,4,771.4,41.58,3044.02
659,December,12,4,2023,0,F,Saint Martin,Missouri,Charlesberg,Toys,BrandD,If Realize,Central,Ukraine,Clarkshire,7,759.15,23.09,5290.96
660,March,3,1,2025,1,M,Saint Helena,Oklahoma,East Michael,Clothing,BrandD,Receive Federal,South,Cocos (Keeling) Islands,Brooksville,2,86.26,46.79,125.73
661,July,7,3,2025,0,M,Colombia,Mississippi,West Isaacmouth,Clothing,BrandD,Its Board,West,Botswana,Kimberlyshire,7,55.56,2.63,386.29
662,May,5,2,2025,0,M,Fiji,South Dakota,North Franceschester,Sports,BrandE,None Within,Central,Christmas Island,New Paultown,8,995.73,9.3,7956.54
663,February,2,1,2025,0,M,Sri Lanka,Washington,Aguilarport,Clothing,BrandB,Half Garden,West,Botswana,Kimberlyshire,2,757.85,41.9,1473.8
664,December,12,4,2023,0,F,Korea,California,Mathismouth,Toys,BrandA,Sea Actually,Central,Christmas Island,New Paultown,7,75.78,28.36,502.1
