ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,CustomerID,CustomerName,Address,City,Region,PostalCode,Country,Salesperson,OrderID,OrderDate,RequiredDate,ShippedDate,ShipperName,ProductID,ProductName,UnitPrice,Quantity,Discount,ExtendedPrice,Freight
B-s Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,BSBEV,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,0,10484,1997-03-24 00:00:00.000,1997-04-21 00:00:00.000,1997-04-01 00:00:00.000,Federal Shipping,21,Sir Rodney's Scones,8.0,14,0.0,112.00000000000001,6.88
B-s Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,BSBEV,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,0,10484,1997-03-24 00:00:00.000,1997-04-21 00:00:00.000,1997-04-01 00:00:00.000,Federal Shipping,40,Boston Crab Meat,14.7,10,0.0,147.0,6.88
B-s Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,BSBEV,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,0,10484,1997-03-24 00:00:00.000,1997-04-21 00:00:00.000,1997-04-01 00:00:00.000,Federal Shipping,51,Manjimup Dried Apples,42.4,3,0.0,127.19999999999997,6.88
LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,LINOD,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,0,10485,1997-03-25 00:00:00.000,1997-04-08 00:00:00.000,1997-03-31 00:00:00.000,United Package,2,Chang,15.2,20,0.1,273.6,64.45
LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,LINOD,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,0,10485,1997-03-25 00:00:00.000,1997-04-08 00:00:00.000,1997-03-31 00:00:00.000,United Package,3,Aniseed Syrup,8.0,20,0.1,144.0,64.45
LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,LINOD,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,0,10485,1997-03-25 00:00:00.000,1997-04-08 00:00:00.000,1997-03-31 00:00:00.000,United Package,55,Pâté chinois,19.2,30,0.1,518.4,64.45
LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,LINOD,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,0,10485,1997-03-25 00:00:00.000,1997-04-08 00:00:00.000,1997-03-31 00:00:00.000,United Package,70,Outback Lager,12.0,60,0.1,648.0,64.45
HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,HILAA,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,0,10486,1997-03-26 00:00:00.000,1997-04-23 00:00:00.000,1997-04-02 00:00:00.000,United Package,11,Queso Cabrales,16.8,5,0.0,84.0,30.53
HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,HILAA,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,0,10486,1997-03-26 00:00:00.000,1997-04-23 00:00:00.000,1997-04-02 00:00:00.000,United Package,51,Manjimup Dried Apples,42.4,25,0.0,1060.0,30.53
HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,HILAA,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,0,10486,1997-03-26 00:00:00.000,1997-04-23 00:00:00.000,1997-04-02 00:00:00.000,United Package,74,Longlife Tofu,8.0,16,0.0,128.0,30.53
Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,QUEEN,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,0,10487,1997-03-26 00:00:00.000,1997-04-23 00:00:00.000,1997-03-28 00:00:00.000,United Package,19,Teatime Chocolate Biscuits,7.3,5,0.0,36.5,71.07
Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,QUEEN,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,0,10487,1997-03-26 00:00:00.000,1997-04-23 00:00:00.000,1997-03-28 00:00:00.000,United Package,26,Gumbär Gummibärchen,24.9,30,0.0,747.0,71.07
Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,QUEEN,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,0,10487,1997-03-26 00:00:00.000,1997-04-23 00:00:00.000,1997-03-28 00:00:00.000,United Package,54,Tourtière,5.9,24,0.25,106.20000000000003,71.07
Frankenversand,Berliner Platz 43,München,,80805,Germany,FRANK,Frankenversand,Berliner Platz 43,München,,80805,Germany,0,10488,1997-03-27 00:00:00.000,1997-04-24 00:00:00.000,1997-04-02 00:00:00.000,United Package,59,Raclette Courdavault,44.0,30,0.0,1320.0,4.93
Frankenversand,Berliner Platz 43,München,,80805,Germany,FRANK,Frankenversand,Berliner Platz 43,München,,80805,Germany,0,10488,1997-03-27 00:00:00.000,1997-04-24 00:00:00.000,1997-04-02 00:00:00.000,United Package,73,Röd Kaviar,12.0,20,0.2,192.0,4.93
Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,PICCO,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,0,10489,1997-03-28 00:00:00.000,1997-04-25 00:00:00.000,1997-04-09 00:00:00.000,United Package,11,Queso Cabrales,16.8,15,0.25,189.0,5.29
Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,PICCO,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,0,10489,1997-03-28 00:00:00.000,1997-04-25 00:00:00.000,1997-04-09 00:00:00.000,United Package,16,Pavlova,13.9,18,0.0,250.20000000000002,5.29
HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,HILAA,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,0,10490,1997-03-31 00:00:00.000,1997-04-28 00:00:00.000,1997-04-03 00:00:00.000,United Package,59,Raclette Courdavault,44.0,60,0.0,2640.0,210.19
HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,HILAA,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,0,10490,1997-03-31 00:00:00.000,1997-04-28 00:00:00.000,1997-04-03 00:00:00.000,United Package,68,Scottish Longbreads,10.0,30,0.0,300.0,210.19
HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,HILAA,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,0,10490,1997-03-31 00:00:00.000,1997-04-28 00:00:00.000,1997-04-03 00:00:00.000,United Package,75,Rhönbräu Klosterbier,6.2,36,0.0,223.20000000000002,210.19
Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,FURIB,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,0,10491,1997-03-31 00:00:00.000,1997-04-28 00:00:00.000,1997-04-08 00:00:00.000,Federal Shipping,44,Gula Malacca,15.5,15,0.15,197.625,16.96
Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,FURIB,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,0,10491,1997-03-31 00:00:00.000,1997-04-28 00:00:00.000,1997-04-08 00:00:00.000,Federal Shipping,77,Original Frankfurter grüne Soße,10.4,7,0.15,61.87999999999999,16.96
Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,BOTTM,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,0,10492,1997-04-01 00:00:00.000,1997-04-29 00:00:00.000,1997-04-11 00:00:00.000,Speedy Express,25,NuNuCa Nuß-Nougat-Creme,11.2,60,0.05,638.4,62.89
Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,BOTTM,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,0,10492,1997-04-01 00:00:00.000,1997-04-29 00:00:00.000,1997-04-11 00:00:00.000,Speedy Express,42,Singaporean Hokkien Fried Mee,11.2,20,0.05,212.79999999999995,62.89
La maison d-Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,LAMAI,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,0,10493,1997-04-02 00:00:00.000,1997-04-30 00:00:00.000,1997-04-10 00:00:00.000,Federal Shipping,65,Louisiana Fiery Hot Pepper Sauce,16.8,15,0.1,226.8,10.64
La maison d-Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,LAMAI,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,0,10493,1997-04-02 00:00:00.000,1997-04-30 00:00:00.000,1997-04-10 00:00:00.000,Federal Shipping,66,Louisiana Hot Spiced Okra,13.6,10,0.1,122.39999999999999,10.64
La maison d-Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,LAMAI,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,0,10493,1997-04-02 00:00:00.000,1997-04-30 00:00:00.000,1997-04-10 00:00:00.000,Federal Shipping,69,Gudbrandsdalsost,28.8,10,0.1,259.2,10.64
Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,SP,05432-043,Brazil,COMMI,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,SP,05432-043,Brazil,0,10494,1997-04-02 00:00:00.000,1997-04-30 00:00:00.000,1997-04-09 00:00:00.000,United Package,56,Gnocchi di nonna Alice,30.4,30,0.0,911.9999999999999,65.99
Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canada,LAUGB,Laughing Bacchus Wine Cellars,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,0,10495,1997-04-03 00:00:00.000,1997-05-01 00:00:00.000,1997-04-11 00:00:00.000,Federal Shipping,23,Tunnbröd,7.2,10,0.0,72.0,4.65
Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canada,LAUGB,Laughing Bacchus Wine Cellars,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,0,10495,1997-04-03 00:00:00.000,1997-05-01 00:00:00.000,1997-04-11 00:00:00.000,Federal Shipping,41,Jack's New England Clam Chowder,7.7,20,0.0,154.0,4.65
Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canada,LAUGB,Laughing Bacchus Wine Cellars,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,0,10495,1997-04-03 00:00:00.000,1997-05-01 00:00:00.000,1997-04-11 00:00:00.000,Federal Shipping,77,Original Frankfurter grüne Soße,10.4,5,0.0,52.0,4.65
Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,SP,05634-030,Brazil,TRADH,Tradição Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,SP,05634-030,Brazil,0,10496,1997-04-04 00:00:00.000,1997-05-02 00:00:00.000,1997-04-07 00:00:00.000,United Package,31,Gorgonzola Telino,10.0,20,0.05,190.0,46.77
Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,LEHMS,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,0,10497,1997-04-04 00:00:00.000,1997-05-02 00:00:00.000,1997-04-07 00:00:00.000,Speedy Express,56,Gnocchi di nonna Alice,30.4,14,0.0,425.5999999999999,36.21
Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,LEHMS,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,0,10497,1997-04-04 00:00:00.000,1997-05-02 00:00:00.000,1997-04-07 00:00:00.000,Speedy Express,72,Mozzarella di Giovanni,27.8,25,0.0,695.0,36.21
Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,LEHMS,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,0,10497,1997-04-04 00:00:00.000,1997-05-02 00:00:00.000,1997-04-07 00:00:00.000,Speedy Express,77,Original Frankfurter grüne Soße,10.4,25,0.0,260.0,36.21
HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,HILAA,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,0,10498,1997-04-07 00:00:00.000,1997-05-05 00:00:00.000,1997-04-11 00:00:00.000,United Package,24,Guaraná Fantástica,4.5,14,0.0,63.0,29.75
HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,HILAA,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,0,10498,1997-04-07 00:00:00.000,1997-05-05 00:00:00.000,1997-04-11 00:00:00.000,United Package,40,Boston Crab Meat,18.4,5,0.0,92.0,29.75
HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,HILAA,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,0,10498,1997-04-07 00:00:00.000,1997-05-05 00:00:00.000,1997-04-11 00:00:00.000,United Package,42,Singaporean Hokkien Fried Mee,14.0,30,0.0,420.0,29.75
LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,LILAS,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,0,10499,1997-04-08 00:00:00.000,1997-05-06 00:00:00.000,1997-04-16 00:00:00.000,United Package,28,Rössle Sauerkraut,45.6,20,0.0,911.9999999999999,102.02
LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,LILAS,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,0,10499,1997-04-08 00:00:00.000,1997-05-06 00:00:00.000,1997-04-16 00:00:00.000,United Package,49,Maxilaku,20.0,25,0.0,500.0,102.02
La maison d-Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,LAMAI,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,0,10500,1997-04-09 00:00:00.000,1997-05-07 00:00:00.000,1997-04-17 00:00:00.000,Speedy Express,15,Genen Shouyu,15.5,12,0.05,176.7,42.68
La maison d-Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,LAMAI,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,0,10500,1997-04-09 00:00:00.000,1997-05-07 00:00:00.000,1997-04-17 00:00:00.000,Speedy Express,28,Rössle Sauerkraut,45.6,8,0.05,346.56,42.68
Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,BLAUS,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,0,10501,1997-04-09 00:00:00.000,1997-05-07 00:00:00.000,1997-04-16 00:00:00.000,Federal Shipping,54,Tourtière,7.45,20,0.0,149.0,8.85
Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,5033,Mexico,PERIC,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,05033,Mexico,0,10502,1997-04-10 00:00:00.000,1997-05-08 00:00:00.000,1997-04-29 00:00:00.000,Speedy Express,45,Rogede sild,9.5,21,0.0,199.5,69.32
Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,5033,Mexico,PERIC,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,05033,Mexico,0,10502,1997-04-10 00:00:00.000,1997-05-08 00:00:00.000,1997-04-29 00:00:00.000,Speedy Express,53,Perth Pasties,32.8,6,0.0,196.79999999999998,69.32
Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,5033,Mexico,PERIC,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,05033,Mexico,0,10502,1997-04-10 00:00:00.000,1997-05-08 00:00:00.000,1997-04-29 00:00:00.000,Speedy Express,67,Laughing Lumberjack Lager,14.0,30,0.0,420.0,69.32
Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,HUNGO,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,0,10503,1997-04-11 00:00:00.000,1997-05-09 00:00:00.000,1997-04-16 00:00:00.000,United Package,14,Tofu,23.25,70,0.0,1627.4999999999998,16.74
Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,HUNGO,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,0,10503,1997-04-11 00:00:00.000,1997-05-09 00:00:00.000,1997-04-16 00:00:00.000,United Package,65,Louisiana Fiery Hot Pepper Sauce,21.05,20,0.0,421.0,16.74
White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,WHITC,White Clover Markets,305 - 14th Ave. S. Suite 3B,Seattle,WA,98128,USA,0,10504,1997-04-11 00:00:00.000,1997-05-09 00:00:00.000,1997-04-18 00:00:00.000,Federal Shipping,2,Chang,19.0,12,0.0,227.99999999999997,59.13
White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,WHITC,White Clover Markets,305 - 14th Ave. S. Suite 3B,Seattle,WA,98128,USA,0,10504,1997-04-11 00:00:00.000,1997-05-09 00:00:00.000,1997-04-18 00:00:00.000,Federal Shipping,21,Sir Rodney's Scones,10.0,12,0.0,120.0,59.13
White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,WHITC,White Clover Markets,305 - 14th Ave. S. Suite 3B,Seattle,WA,98128,USA,0,10504,1997-04-11 00:00:00.000,1997-05-09 00:00:00.000,1997-04-18 00:00:00.000,Federal Shipping,53,Perth Pasties,32.8,10,0.0,328.0,59.13
White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,WHITC,White Clover Markets,305 - 14th Ave. S. Suite 3B,Seattle,WA,98128,USA,0,10504,1997-04-11 00:00:00.000,1997-05-09 00:00:00.000,1997-04-18 00:00:00.000,Federal Shipping,61,Sirop d'érable,28.5,25,0.0,712.5,59.13
Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,MEREP,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,0,10505,1997-04-14 00:00:00.000,1997-05-12 00:00:00.000,1997-04-21 00:00:00.000,Federal Shipping,62,Tarte au sucre,49.3,3,0.0,147.89999999999998,7.13
Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,KOENE,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,0,10506,1997-04-15 00:00:00.000,1997-05-13 00:00:00.000,1997-05-02 00:00:00.000,United Package,25,NuNuCa Nuß-Nougat-Creme,14.0,18,0.1,226.8,21.19
Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,KOENE,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,0,10506,1997-04-15 00:00:00.000,1997-05-13 00:00:00.000,1997-05-02 00:00:00.000,United Package,70,Outback Lager,15.0,14,0.1,189.0,21.19
Antonio Moreno Taquería,Mataderos  2312,México D.F.,,5023,Mexico,ANTON,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,Mexico,0,10507,1997-04-15 00:00:00.000,1997-05-13 00:00:00.000,1997-04-22 00:00:00.000,Speedy Express,43,Ipoh Coffee,46.0,15,0.15,586.5,47.45
Antonio Moreno Taquería,Mataderos  2312,México D.F.,,5023,Mexico,ANTON,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,Mexico,0,10507,1997-04-15 00:00:00.000,1997-05-13 00:00:00.000,1997-04-22 00:00:00.000,Speedy Express,48,Chocolade,12.75,15,0.15,162.5625,47.45
Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,OTTIK,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,0,10508,1997-04-16 00:00:00.000,1997-05-14 00:00:00.000,1997-05-13 00:00:00.000,United Package,13,Konbu,6.0,10,0.0,60.0,4.99
Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,OTTIK,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,0,10508,1997-04-16 00:00:00.000,1997-05-14 00:00:00.000,1997-05-13 00:00:00.000,United Package,39,Chartreuse verte,18.0,10,0.0,180.0,4.99
Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,BLAUS,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,0,10509,1997-04-17 00:00:00.000,1997-05-15 00:00:00.000,1997-04-29 00:00:00.000,Speedy Express,28,Rössle Sauerkraut,45.6,3,0.0,136.8,0.15
Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,SAVEA,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,0,10510,1997-04-18 00:00:00.000,1997-05-16 00:00:00.000,1997-04-28 00:00:00.000,Federal Shipping,29,Thüringer Rostbratwurst,123.79,36,0.0,4456.4400000000005,367.63
Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,SAVEA,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,0,10510,1997-04-18 00:00:00.000,1997-05-16 00:00:00.000,1997-04-28 00:00:00.000,Federal Shipping,75,Rhönbräu Klosterbier,7.75,36,0.1,251.10000000000002,367.63
Bon app-,"12, rue des Bouchers",Marseille,,13008,France,BONAP,Bon app',"12, rue des Bouchers",Marseille,,13008,France,0,10511,1997-04-18 00:00:00.000,1997-05-16 00:00:00.000,1997-04-21 00:00:00.000,Federal Shipping,4,Chef Anton's Cajun Seasoning,22.0,50,0.15,935.0,350.64
Bon app-,"12, rue des Bouchers",Marseille,,13008,France,BONAP,Bon app',"12, rue des Bouchers",Marseille,,13008,France,0,10511,1997-04-18 00:00:00.000,1997-05-16 00:00:00.000,1997-04-21 00:00:00.000,Federal Shipping,7,Uncle Bob's Organic Dried Pears,30.0,50,0.15,1275.0,350.64
Bon app-,"12, rue des Bouchers",Marseille,,13008,France,BONAP,Bon app',"12, rue des Bouchers",Marseille,,13008,France,0,10511,1997-04-18 00:00:00.000,1997-05-16 00:00:00.000,1997-04-21 00:00:00.000,Federal Shipping,8,Northwoods Cranberry Sauce,40.0,10,0.15,340.0,350.64
Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil,FAMIA,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil,0,10512,1997-04-21 00:00:00.000,1997-05-19 00:00:00.000,1997-04-24 00:00:00.000,United Package,24,Guaraná Fantástica,4.5,10,0.15,38.25,3.53
Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil,FAMIA,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil,0,10512,1997-04-21 00:00:00.000,1997-05-19 00:00:00.000,1997-04-24 00:00:00.000,United Package,46,Spegesild,12.0,9,0.15,91.8,3.53
Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil,FAMIA,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil,0,10512,1997-04-21 00:00:00.000,1997-05-19 00:00:00.000,1997-04-24 00:00:00.000,United Package,47,Zaanse koeken,9.5,6,0.15,48.449999999999996,3.53
Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil,FAMIA,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil,0,10512,1997-04-21 00:00:00.000,1997-05-19 00:00:00.000,1997-04-24 00:00:00.000,United Package,60,Camembert Pierrot,34.0,12,0.15,346.8,3.53
Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,WANDK,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,0,10513,1997-04-22 00:00:00.000,1997-06-03 00:00:00.000,1997-04-28 00:00:00.000,Speedy Express,21,Sir Rodney's Scones,10.0,40,0.2,320.0,105.65
Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,WANDK,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,0,10513,1997-04-22 00:00:00.000,1997-06-03 00:00:00.000,1997-04-28 00:00:00.000,Speedy Express,32,Mascarpone Fabioli,32.0,50,0.2,1280.0,105.65
Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,WANDK,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,0,10513,1997-04-22 00:00:00.000,1997-06-03 00:00:00.000,1997-04-28 00:00:00.000,Speedy Express,61,Sirop d'érable,28.5,15,0.2,342.0,105.65
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,0,10514,1997-04-22 00:00:00.000,1997-05-20 00:00:00.000,1997-05-16 00:00:00.000,United Package,20,Sir Rodney's Marmalade,81.0,39,0.0,3159.0,789.95
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,0,10514,1997-04-22 00:00:00.000,1997-05-20 00:00:00.000,1997-05-16 00:00:00.000,United Package,28,Rössle Sauerkraut,45.6,35,0.0,1596.0,789.95
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,0,10514,1997-04-22 00:00:00.000,1997-05-20 00:00:00.000,1997-05-16 00:00:00.000,United Package,56,Gnocchi di nonna Alice,38.0,70,0.0,2660.0,789.95
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,0,10514,1997-04-22 00:00:00.000,1997-05-20 00:00:00.000,1997-05-16 00:00:00.000,United Package,65,Louisiana Fiery Hot Pepper Sauce,21.05,39,0.0,820.95,789.95
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,0,10514,1997-04-22 00:00:00.000,1997-05-20 00:00:00.000,1997-05-16 00:00:00.000,United Package,75,Rhönbräu Klosterbier,7.75,50,0.0,387.5,789.95
QUICK-Stop,Taucherstraße 10,Cunewalde,,1307,Germany,QUICK,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,0,10515,1997-04-23 00:00:00.000,1997-05-07 00:00:00.000,1997-05-23 00:00:00.000,Speedy Express,9,Mishi Kobe Niku,97.0,16,0.15,1319.2,204.47
