order_id,item_id,quantity,list_price,discount,order_status,order_month,store_id,staff_id,customer_city,customer_state,store_name,store_city,store_state,product_name,model_year,brand_name,category_name
184,3,1,269.99,0.1,4,2016041,2,7,Hempstead,NY,Baldwin Bikes,Baldwin,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,Electra,Cruisers Bicycles
185,1,1,599.99,0.1,3,2016042,1,2,Atwater,CA,Santa Cruz Bikes,Santa Cruz,CA,Electra Townie Original 7D EQ - Women's - 2016,2016,Electra,Cruisers Bicycles
185,2,1,1799.99,0.05,3,2016042,1,2,Atwater,CA,Santa Cruz Bikes,Santa Cruz,CA,Trek Remedy 29 Carbon Frameset - 2016,2016,Trek,Mountain Bikes
186,1,1,2899.99,0.1,4,2016042,2,6,Queensbury,NY,Baldwin Bikes,Baldwin,NY,Trek Fuel EX 8 29 - 2016,2016,Trek,Mountain Bikes
186,2,1,469.99,0.1,4,2016042,2,6,Queensbury,NY,Baldwin Bikes,Baldwin,NY,Surly Ice Cream Truck Frameset - 2016,2016,Surly,Mountain Bikes
187,1,1,1320.99,0.05,4,2016042,2,6,Floral Park,NY,Baldwin Bikes,Baldwin,NY,Heller Shagamaw Frame - 2016,2016,Heller,Mountain Bikes
188,1,2,3999.99,0.07,4,2016042,2,6,Ronkonkoma,NY,Baldwin Bikes,Baldwin,NY,Trek Slash 8 27.5 - 2016,2016,Trek,Mountain Bikes
189,1,2,599.99,0.2,4,2016042,1,2,Lawndale,CA,Santa Cruz Bikes,Santa Cruz,CA,Electra Townie Original 7D EQ - 2016,2016,Electra,Cruisers Bicycles
190,1,1,549.99,0.05,4,2016042,2,6,Plattsburgh,NY,Baldwin Bikes,Baldwin,NY,Electra Townie Original 21D - 2016,2016,Electra,Comfort Bicycles
190,2,1,529.99,0.2,4,2016042,2,6,Plattsburgh,NY,Baldwin Bikes,Baldwin,NY,Electra Moto 1 - 2016,2016,Electra,Cruisers Bicycles
190,3,2,999.99,0.2,4,2016042,2,6,Plattsburgh,NY,Baldwin Bikes,Baldwin,NY,Surly Wednesday Frameset - 2016,2016,Surly,Mountain Bikes
191,1,1,499.99,0.05,4,2016042,1,2,Torrance,CA,Santa Cruz Bikes,Santa Cruz,CA,Electra Townie Original 7D - 2015/2016,2016,Electra,Comfort Bicycles
191,2,2,549.99,0.2,4,2016042,1,2,Torrance,CA,Santa Cruz Bikes,Santa Cruz,CA,Electra Townie Original 21D - 2016,2016,Electra,Cruisers Bicycles
191,3,1,999.99,0.07,4,2016042,1,2,Torrance,CA,Santa Cruz Bikes,Santa Cruz,CA,Surly Wednesday Frameset - 2016,2016,Surly,Mountain Bikes
191,4,2,1799.99,0.05,4,2016042,1,2,Torrance,CA,Santa Cruz Bikes,Santa Cruz,CA,Trek Remedy 29 Carbon Frameset - 2016,2016,Trek,Mountain Bikes
191,5,1,299.99,0.05,4,2016042,1,2,Torrance,CA,Santa Cruz Bikes,Santa Cruz,CA,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2016,Electra,Children Bicycles
192,1,2,1799.99,0.1,4,2016042,2,7,Orchard Park,NY,Baldwin Bikes,Baldwin,NY,Trek Remedy 29 Carbon Frameset - 2016,2016,Trek,Mountain Bikes
192,2,1,499.99,0.07,4,2016042,2,7,Orchard Park,NY,Baldwin Bikes,Baldwin,NY,Electra Townie Original 7D - 2015/2016,2016,Electra,Comfort Bicycles
192,3,1,749.99,0.05,4,2016042,2,7,Orchard Park,NY,Baldwin Bikes,Baldwin,NY,Ritchey Timberwolf Frameset - 2016,2016,Ritchey,Mountain Bikes
192,4,2,549.99,0.07,4,2016042,2,7,Orchard Park,NY,Baldwin Bikes,Baldwin,NY,Electra Townie Original 21D - 2016,2016,Electra,Comfort Bicycles
192,5,2,1549.0,0.2,4,2016042,2,7,Orchard Park,NY,Baldwin Bikes,Baldwin,NY,Surly Straggler - 2016,2016,Surly,Cyclocross Bicycles
193,1,2,549.99,0.1,4,2016042,1,3,Campbell,CA,Santa Cruz Bikes,Santa Cruz,CA,Electra Townie Original 21D - 2016,2016,Electra,Cruisers Bicycles
194,1,2,269.99,0.2,4,2016042,2,7,Monroe,NY,Baldwin Bikes,Baldwin,NY,Electra Cruiser 1 (24-Inch) - 2016,2016,Electra,Children Bicycles
195,1,1,449.0,0.2,4,2016042,2,7,Scarsdale,NY,Baldwin Bikes,Baldwin,NY,Pure Cycles Western 3-Speed - Women's - 2015/2016,2016,Pure Cycles,Cruisers Bicycles
195,2,1,269.99,0.05,4,2016042,2,7,Scarsdale,NY,Baldwin Bikes,Baldwin,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,Electra,Cruisers Bicycles
195,3,2,1320.99,0.2,4,2016042,2,7,Scarsdale,NY,Baldwin Bikes,Baldwin,NY,Heller Shagamaw Frame - 2016,2016,Heller,Mountain Bikes
195,4,2,2899.99,0.2,4,2016042,2,7,Scarsdale,NY,Baldwin Bikes,Baldwin,NY,Trek Fuel EX 8 29 - 2016,2016,Trek,Mountain Bikes
195,5,2,269.99,0.1,4,2016042,2,7,Scarsdale,NY,Baldwin Bikes,Baldwin,NY,Electra Cruiser 1 (24-Inch) - 2016,2016,Electra,Children Bicycles
196,1,1,469.99,0.05,4,2016042,2,6,Massapequa,NY,Baldwin Bikes,Baldwin,NY,Surly Ice Cream Truck Frameset - 2016,2016,Surly,Mountain Bikes
196,2,2,999.99,0.07,4,2016042,2,6,Massapequa,NY,Baldwin Bikes,Baldwin,NY,Surly Wednesday Frameset - 2016,2016,Surly,Mountain Bikes
196,3,2,1549.0,0.07,4,2016042,2,6,Massapequa,NY,Baldwin Bikes,Baldwin,NY,Surly Straggler - 2016,2016,Surly,Cyclocross Bicycles
196,4,1,549.99,0.07,4,2016042,2,6,Massapequa,NY,Baldwin Bikes,Baldwin,NY,Electra Townie Original 21D - 2016,2016,Electra,Cruisers Bicycles
196,5,1,599.99,0.1,4,2016042,2,6,Massapequa,NY,Baldwin Bikes,Baldwin,NY,Electra Townie Original 7D EQ - Women's - 2016,2016,Electra,Cruisers Bicycles
197,1,2,2899.99,0.2,4,2016043,2,7,Maspeth,NY,Baldwin Bikes,Baldwin,NY,Trek Fuel EX 8 29 - 2016,2016,Trek,Mountain Bikes
197,2,2,749.99,0.07,4,2016043,2,7,Maspeth,NY,Baldwin Bikes,Baldwin,NY,Ritchey Timberwolf Frameset - 2016,2016,Ritchey,Mountain Bikes
198,1,2,469.99,0.05,4,2016050,2,6,New City,NY,Baldwin Bikes,Baldwin,NY,Surly Ice Cream Truck Frameset - 2016,2016,Surly,Mountain Bikes
198,2,2,599.99,0.07,4,2016050,2,6,New City,NY,Baldwin Bikes,Baldwin,NY,Electra Townie Original 7D EQ - Women's - 2016,2016,Electra,Cruisers Bicycles
198,3,2,1799.99,0.2,4,2016050,2,6,New City,NY,Baldwin Bikes,Baldwin,NY,Trek Remedy 29 Carbon Frameset - 2016,2016,Trek,Mountain Bikes
198,4,2,269.99,0.05,4,2016050,2,6,New City,NY,Baldwin Bikes,Baldwin,NY,Electra Cruiser 1 (24-Inch) - 2016,2016,Electra,Cruisers Bicycles
198,5,1,429.0,0.05,4,2016050,2,6,New City,NY,Baldwin Bikes,Baldwin,NY,Pure Cycles Vine 8-Speed - 2016,2016,Pure Cycles,Cruisers Bicycles
199,1,2,499.99,0.05,4,2016050,2,7,Amityville,NY,Baldwin Bikes,Baldwin,NY,Electra Townie Original 7D - 2015/2016,2016,Electra,Comfort Bicycles
199,2,2,449.0,0.07,4,2016050,2,7,Amityville,NY,Baldwin Bikes,Baldwin,NY,Pure Cycles Western 3-Speed - Women's - 2015/2016,2016,Pure Cycles,Cruisers Bicycles
199,3,1,2899.99,0.2,4,2016050,2,7,Amityville,NY,Baldwin Bikes,Baldwin,NY,Trek Fuel EX 8 29 - 2016,2016,Trek,Mountain Bikes
200,1,2,299.99,0.05,4,2016050,2,6,Floral Park,NY,Baldwin Bikes,Baldwin,NY,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2016,Electra,Children Bicycles
200,2,2,269.99,0.07,4,2016050,2,6,Floral Park,NY,Baldwin Bikes,Baldwin,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,Electra,Children Bicycles
201,1,1,549.99,0.05,4,2016050,3,9,San Angelo,TX,Rowlett Bikes,Rowlett,TX,Electra Townie Original 21D - 2016,2016,Electra,Comfort Bicycles
201,2,1,3999.99,0.2,4,2016050,3,9,San Angelo,TX,Rowlett Bikes,Rowlett,TX,Trek Slash 8 27.5 - 2016,2016,Trek,Mountain Bikes
201,3,2,269.99,0.1,4,2016050,3,9,San Angelo,TX,Rowlett Bikes,Rowlett,TX,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,Electra,Cruisers Bicycles
201,4,1,429.0,0.05,4,2016050,3,9,San Angelo,TX,Rowlett Bikes,Rowlett,TX,Pure Cycles Vine 8-Speed - 2016,2016,Pure Cycles,Cruisers Bicycles
202,1,1,1799.99,0.07,4,2016050,1,2,San Diego,CA,Santa Cruz Bikes,Santa Cruz,CA,Trek Remedy 29 Carbon Frameset - 2016,2016,Trek,Mountain Bikes
202,2,1,429.0,0.05,4,2016050,1,2,San Diego,CA,Santa Cruz Bikes,Santa Cruz,CA,Pure Cycles Vine 8-Speed - 2016,2016,Pure Cycles,Cruisers Bicycles
202,3,2,529.99,0.05,4,2016050,1,2,San Diego,CA,Santa Cruz Bikes,Santa Cruz,CA,Electra Moto 1 - 2016,2016,Electra,Cruisers Bicycles
202,4,2,499.99,0.05,4,2016050,1,2,San Diego,CA,Santa Cruz Bikes,Santa Cruz,CA,Electra Townie Original 7D - 2015/2016,2016,Electra,Comfort Bicycles
203,1,1,599.99,0.05,4,2016050,3,9,Fort Worth,TX,Rowlett Bikes,Rowlett,TX,Electra Townie Original 7D EQ - 2016,2016,Electra,Comfort Bicycles
203,2,2,999.99,0.1,4,2016050,3,9,Fort Worth,TX,Rowlett Bikes,Rowlett,TX,Surly Wednesday Frameset - 2016,2016,Surly,Mountain Bikes
203,3,2,429.0,0.2,4,2016050,3,9,Fort Worth,TX,Rowlett Bikes,Rowlett,TX,Pure Cycles Vine 8-Speed - 2016,2016,Pure Cycles,Cruisers Bicycles
203,4,2,449.0,0.07,4,2016050,3,9,Fort Worth,TX,Rowlett Bikes,Rowlett,TX,Pure Cycles William 3-Speed - 2016,2016,Pure Cycles,Cruisers Bicycles
204,1,2,469.99,0.07,4,2016050,2,7,Hicksville,NY,Baldwin Bikes,Baldwin,NY,Surly Ice Cream Truck Frameset - 2016,2016,Surly,Mountain Bikes
204,2,2,429.0,0.1,4,2016050,2,7,Hicksville,NY,Baldwin Bikes,Baldwin,NY,Pure Cycles Vine 8-Speed - 2016,2016,Pure Cycles,Cruisers Bicycles
205,1,2,269.99,0.05,4,2016050,2,6,Merrick,NY,Baldwin Bikes,Baldwin,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,Electra,Children Bicycles
205,2,2,549.99,0.1,4,2016050,2,6,Merrick,NY,Baldwin Bikes,Baldwin,NY,Electra Townie Original 21D - 2016,2016,Electra,Comfort Bicycles
206,1,1,499.99,0.05,4,2016050,3,9,Longview,TX,Rowlett Bikes,Rowlett,TX,Electra Townie Original 7D - 2015/2016,2016,Electra,Comfort Bicycles
206,2,1,599.99,0.2,4,2016050,3,9,Longview,TX,Rowlett Bikes,Rowlett,TX,Electra Townie Original 7D EQ - Women's - 2016,2016,Electra,Cruisers Bicycles
207,1,2,549.99,0.2,4,2016050,2,7,Woodhaven,NY,Baldwin Bikes,Baldwin,NY,Electra Townie Original 21D - 2016,2016,Electra,Cruisers Bicycles
207,2,1,1320.99,0.05,4,2016050,2,7,Woodhaven,NY,Baldwin Bikes,Baldwin,NY,Heller Shagamaw Frame - 2016,2016,Heller,Mountain Bikes
207,3,2,1680.99,0.07,4,2016050,2,7,Woodhaven,NY,Baldwin Bikes,Baldwin,NY,Surly Straggler 650b - 2016,2016,Surly,Cyclocross Bicycles
207,4,2,3999.99,0.1,4,2016050,2,7,Woodhaven,NY,Baldwin Bikes,Baldwin,NY,Trek Slash 8 27.5 - 2016,2016,Trek,Mountain Bikes
208,1,2,469.99,0.05,4,2016050,2,7,Hicksville,NY,Baldwin Bikes,Baldwin,NY,Surly Ice Cream Truck Frameset - 2016,2016,Surly,Mountain Bikes
208,2,2,2899.99,0.07,4,2016050,2,7,Hicksville,NY,Baldwin Bikes,Baldwin,NY,Trek Fuel EX 8 29 - 2016,2016,Trek,Mountain Bikes
208,3,1,999.99,0.05,4,2016050,2,7,Hicksville,NY,Baldwin Bikes,Baldwin,NY,Surly Wednesday Frameset - 2016,2016,Surly,Mountain Bikes
208,4,1,549.99,0.2,4,2016050,2,7,Hicksville,NY,Baldwin Bikes,Baldwin,NY,Electra Townie Original 21D - 2016,2016,Electra,Cruisers Bicycles
208,5,2,1549.0,0.05,4,2016050,2,7,Hicksville,NY,Baldwin Bikes,Baldwin,NY,Surly Straggler - 2016,2016,Surly,Cyclocross Bicycles
209,1,1,269.99,0.1,4,2016050,2,6,Hollis,NY,Baldwin Bikes,Baldwin,NY,Electra Cruiser 1 (24-Inch) - 2016,2016,Electra,Cruisers Bicycles
210,1,1,269.99,0.07,4,2016050,2,6,Scarsdale,NY,Baldwin Bikes,Baldwin,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,Electra,Cruisers Bicycles
210,2,2,269.99,0.2,4,2016050,2,6,Scarsdale,NY,Baldwin Bikes,Baldwin,NY,Electra Cruiser 1 (24-Inch) - 2016,2016,Electra,Cruisers Bicycles
211,1,1,1549.0,0.07,4,2016050,2,6,Liverpool,NY,Baldwin Bikes,Baldwin,NY,Surly Straggler - 2016,2016,Surly,Cyclocross Bicycles
211,2,2,749.99,0.07,4,2016050,2,6,Liverpool,NY,Baldwin Bikes,Baldwin,NY,Ritchey Timberwolf Frameset - 2016,2016,Ritchey,Mountain Bikes
212,1,2,599.99,0.07,4,2016050,2,6,West Babylon,NY,Baldwin Bikes,Baldwin,NY,Electra Townie Original 7D EQ - 2016,2016,Electra,Cruisers Bicycles
212,2,2,549.99,0.2,4,2016050,2,6,West Babylon,NY,Baldwin Bikes,Baldwin,NY,Electra Townie Original 21D - 2016,2016,Electra,Cruisers Bicycles
212,3,1,449.0,0.1,4,2016050,2,6,West Babylon,NY,Baldwin Bikes,Baldwin,NY,Pure Cycles William 3-Speed - 2016,2016,Pure Cycles,Cruisers Bicycles
212,4,1,3999.99,0.2,4,2016050,2,6,West Babylon,NY,Baldwin Bikes,Baldwin,NY,Trek Slash 8 27.5 - 2016,2016,Trek,Mountain Bikes
213,1,1,269.99,0.1,4,2016050,3,8,Copperas Cove,TX,Rowlett Bikes,Rowlett,TX,Electra Cruiser 1 (24-Inch) - 2016,2016,Electra,Cruisers Bicycles
214,1,1,269.99,0.1,4,2016051,2,6,Ballston Spa,NY,Baldwin Bikes,Baldwin,NY,Electra Cruiser 1 (24-Inch) - 2016,2016,Electra,Children Bicycles
215,1,1,449.0,0.07,4,2016051,2,7,Mount Vernon,NY,Baldwin Bikes,Baldwin,NY,Pure Cycles William 3-Speed - 2016,2016,Pure Cycles,Cruisers Bicycles
215,2,2,549.99,0.1,4,2016051,2,7,Mount Vernon,NY,Baldwin Bikes,Baldwin,NY,Electra Townie Original 21D - 2016,2016,Electra,Cruisers Bicycles
216,1,2,269.99,0.1,4,2016051,1,3,Apple Valley,CA,Santa Cruz Bikes,Santa Cruz,CA,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,Electra,Children Bicycles
216,2,2,599.99,0.05,4,2016051,1,3,Apple Valley,CA,Santa Cruz Bikes,Santa Cruz,CA,Electra Townie Original 7D EQ - 2016,2016,Electra,Cruisers Bicycles
217,1,1,449.0,0.1,4,2016051,2,7,Coram,NY,Baldwin Bikes,Baldwin,NY,Pure Cycles Western 3-Speed - Women's - 2015/2016,2016,Pure Cycles,Cruisers Bicycles
217,2,2,1549.0,0.1,4,2016051,2,7,Coram,NY,Baldwin Bikes,Baldwin,NY,Surly Straggler - 2016,2016,Surly,Cyclocross Bicycles
217,3,1,429.0,0.07,4,2016051,2,7,Coram,NY,Baldwin Bikes,Baldwin,NY,Pure Cycles Vine 8-Speed - 2016,2016,Pure Cycles,Cruisers Bicycles
218,1,2,749.99,0.1,4,2016051,2,7,Brooklyn,NY,Baldwin Bikes,Baldwin,NY,Ritchey Timberwolf Frameset - 2016,2016,Ritchey,Mountain Bikes
218,2,1,269.99,0.07,4,2016051,2,7,Brooklyn,NY,Baldwin Bikes,Baldwin,NY,Electra Cruiser 1 (24-Inch) - 2016,2016,Electra,Cruisers Bicycles
218,3,1,549.99,0.05,4,2016051,2,7,Brooklyn,NY,Baldwin Bikes,Baldwin,NY,Electra Townie Original 21D - 2016,2016,Electra,Cruisers Bicycles
219,1,1,599.99,0.05,4,2016051,2,6,Ronkonkoma,NY,Baldwin Bikes,Baldwin,NY,Electra Townie Original 7D EQ - 2016,2016,Electra,Comfort Bicycles
219,2,1,1320.99,0.2,4,2016051,2,6,Ronkonkoma,NY,Baldwin Bikes,Baldwin,NY,Heller Shagamaw Frame - 2016,2016,Heller,Mountain Bikes
220,1,2,469.99,0.05,4,2016051,2,6,Orchard Park,NY,Baldwin Bikes,Baldwin,NY,Surly Ice Cream Truck Frameset - 2016,2016,Surly,Mountain Bikes
220,2,1,499.99,0.07,4,2016051,2,6,Orchard Park,NY,Baldwin Bikes,Baldwin,NY,Electra Townie Original 7D - 2015/2016,2016,Electra,Comfort Bicycles
220,3,2,269.99,0.1,4,2016051,2,6,Orchard Park,NY,Baldwin Bikes,Baldwin,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,Electra,Children Bicycles
220,4,2,999.99,0.2,4,2016051,2,6,Orchard Park,NY,Baldwin Bikes,Baldwin,NY,Surly Wednesday Frameset - 2016,2016,Surly,Mountain Bikes
221,1,2,1680.99,0.07,4,2016051,1,2,Oakland,CA,Santa Cruz Bikes,Santa Cruz,CA,Surly Straggler 650b - 2016,2016,Surly,Cyclocross Bicycles
222,1,1,1549.0,0.1,4,2016051,2,6,Merrick,NY,Baldwin Bikes,Baldwin,NY,Surly Straggler - 2016,2016,Surly,Cyclocross Bicycles
222,2,2,749.99,0.1,4,2016051,2,6,Merrick,NY,Baldwin Bikes,Baldwin,NY,Ritchey Timberwolf Frameset - 2016,2016,Ritchey,Mountain Bikes
223,1,2,3999.99,0.05,4,2016051,2,7,Ballston Spa,NY,Baldwin Bikes,Baldwin,NY,Trek Slash 8 27.5 - 2016,2016,Trek,Mountain Bikes
223,2,1,1320.99,0.2,4,2016051,2,7,Ballston Spa,NY,Baldwin Bikes,Baldwin,NY,Heller Shagamaw Frame - 2016,2016,Heller,Mountain Bikes
223,3,2,269.99,0.1,4,2016051,2,7,Ballston Spa,NY,Baldwin Bikes,Baldwin,NY,Electra Cruiser 1 (24-Inch) - 2016,2016,Electra,Children Bicycles
223,4,1,599.99,0.05,4,2016051,2,7,Ballston Spa,NY,Baldwin Bikes,Baldwin,NY,Electra Townie Original 7D EQ - Women's - 2016,2016,Electra,Cruisers Bicycles
223,5,1,529.99,0.05,4,2016051,2,7,Ballston Spa,NY,Baldwin Bikes,Baldwin,NY,Electra Moto 1 - 2016,2016,Electra,Cruisers Bicycles
224,1,1,469.99,0.07,4,2016051,1,3,Banning,CA,Santa Cruz Bikes,Santa Cruz,CA,Surly Ice Cream Truck Frameset - 2016,2016,Surly,Mountain Bikes
224,2,2,1680.99,0.1,4,2016051,1,3,Banning,CA,Santa Cruz Bikes,Santa Cruz,CA,Surly Straggler 650b - 2016,2016,Surly,Cyclocross Bicycles
224,3,2,1549.0,0.2,4,2016051,1,3,Banning,CA,Santa Cruz Bikes,Santa Cruz,CA,Surly Straggler - 2016,2016,Surly,Cyclocross Bicycles
224,4,1,499.99,0.05,4,2016051,1,3,Banning,CA,Santa Cruz Bikes,Santa Cruz,CA,Electra Townie Original 7D - 2015/2016,2016,Electra,Comfort Bicycles
225,1,1,269.99,0.1,4,2016051,1,3,Glendora,CA,Santa Cruz Bikes,Santa Cruz,CA,Electra Cruiser 1 (24-Inch) - 2016,2016,Electra,Children Bicycles
225,2,1,2999.99,0.1,4,2016051,1,3,Glendora,CA,Santa Cruz Bikes,Santa Cruz,CA,Trek Conduit+ - 2016,2016,Trek,Electric Bikes
226,1,1,749.99,0.05,4,2016051,1,2,Anaheim,CA,Santa Cruz Bikes,Santa Cruz,CA,Ritchey Timberwolf Frameset - 2016,2016,Ritchey,Mountain Bikes
227,1,2,999.99,0.05,4,2016051,2,7,Saratoga Springs,NY,Baldwin Bikes,Baldwin,NY,Surly Wednesday Frameset - 2016,2016,Surly,Mountain Bikes
227,2,2,529.99,0.1,4,2016051,2,7,Saratoga Springs,NY,Baldwin Bikes,Baldwin,NY,Electra Moto 1 - 2016,2016,Electra,Cruisers Bicycles
228,1,1,499.99,0.2,4,2016051,2,7,Fresh Meadows,NY,Baldwin Bikes,Baldwin,NY,Electra Townie Original 7D - 2015/2016,2016,Electra,Comfort Bicycles
228,2,2,749.99,0.07,4,2016051,2,7,Fresh Meadows,NY,Baldwin Bikes,Baldwin,NY,Ritchey Timberwolf Frameset - 2016,2016,Ritchey,Mountain Bikes
228,3,2,299.99,0.1,4,2016051,2,7,Fresh Meadows,NY,Baldwin Bikes,Baldwin,NY,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2016,Electra,Children Bicycles
228,4,1,2899.99,0.2,4,2016051,2,7,Fresh Meadows,NY,Baldwin Bikes,Baldwin,NY,Trek Fuel EX 8 29 - 2016,2016,Trek,Mountain Bikes
228,5,1,269.99,0.05,4,2016051,2,7,Fresh Meadows,NY,Baldwin Bikes,Baldwin,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,Electra,Children Bicycles
229,1,2,499.99,0.2,4,2016051,2,6,Mount Vernon,NY,Baldwin Bikes,Baldwin,NY,Electra Townie Original 7D - 2015/2016,2016,Electra,Comfort Bicycles
229,2,2,1320.99,0.1,4,2016051,2,6,Mount Vernon,NY,Baldwin Bikes,Baldwin,NY,Heller Shagamaw Frame - 2016,2016,Heller,Mountain Bikes
229,3,1,1799.99,0.2,4,2016051,2,6,Mount Vernon,NY,Baldwin Bikes,Baldwin,NY,Trek Remedy 29 Carbon Frameset - 2016,2016,Trek,Mountain Bikes
230,1,2,1680.99,0.07,4,2016051,2,6,Nanuet,NY,Baldwin Bikes,Baldwin,NY,Surly Straggler 650b - 2016,2016,Surly,Cyclocross Bicycles
231,1,2,1799.99,0.07,4,2016051,2,6,Webster,NY,Baldwin Bikes,Baldwin,NY,Trek Remedy 29 Carbon Frameset - 2016,2016,Trek,Mountain Bikes
231,2,2,269.99,0.2,4,2016051,2,6,Webster,NY,Baldwin Bikes,Baldwin,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,Electra,Cruisers Bicycles
231,3,2,1320.99,0.2,4,2016051,2,6,Webster,NY,Baldwin Bikes,Baldwin,NY,Heller Shagamaw Frame - 2016,2016,Heller,Mountain Bikes
232,1,1,449.0,0.07,4,2016052,1,3,Upland,CA,Santa Cruz Bikes,Santa Cruz,CA,Pure Cycles Western 3-Speed - Women's - 2015/2016,2016,Pure Cycles,Cruisers Bicycles
232,2,2,1680.99,0.05,4,2016052,1,3,Upland,CA,Santa Cruz Bikes,Santa Cruz,CA,Surly Straggler 650b - 2016,2016,Surly,Cyclocross Bicycles
232,3,2,599.99,0.07,4,2016052,1,3,Upland,CA,Santa Cruz Bikes,Santa Cruz,CA,Electra Townie Original 7D EQ - 2016,2016,Electra,Comfort Bicycles
232,4,2,1799.99,0.1,4,2016052,1,3,Upland,CA,Santa Cruz Bikes,Santa Cruz,CA,Trek Remedy 29 Carbon Frameset - 2016,2016,Trek,Mountain Bikes
233,1,1,269.99,0.1,4,2016052,2,6,Auburn,NY,Baldwin Bikes,Baldwin,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,Electra,Cruisers Bicycles
233,2,2,599.99,0.1,4,2016052,2,6,Auburn,NY,Baldwin Bikes,Baldwin,NY,Electra Townie Original 7D EQ - 2016,2016,Electra,Cruisers Bicycles
233,3,1,549.99,0.2,4,2016052,2,6,Auburn,NY,Baldwin Bikes,Baldwin,NY,Electra Townie Original 21D - 2016,2016,Electra,Cruisers Bicycles
233,4,2,529.99,0.07,4,2016052,2,6,Auburn,NY,Baldwin Bikes,Baldwin,NY,Electra Moto 1 - 2016,2016,Electra,Cruisers Bicycles
234,1,2,1680.99,0.2,4,2016052,2,6,Scarsdale,NY,Baldwin Bikes,Baldwin,NY,Surly Straggler 650b - 2016,2016,Surly,Cyclocross Bicycles
234,2,2,429.0,0.05,4,2016052,2,6,Scarsdale,NY,Baldwin Bikes,Baldwin,NY,Pure Cycles Vine 8-Speed - 2016,2016,Pure Cycles,Cruisers Bicycles
234,3,1,549.99,0.1,4,2016052,2,6,Scarsdale,NY,Baldwin Bikes,Baldwin,NY,Electra Townie Original 21D - 2016,2016,Electra,Cruisers Bicycles
234,4,1,3999.99,0.05,4,2016052,2,6,Scarsdale,NY,Baldwin Bikes,Baldwin,NY,Trek Slash 8 27.5 - 2016,2016,Trek,Mountain Bikes
234,5,1,299.99,0.1,4,2016052,2,6,Scarsdale,NY,Baldwin Bikes,Baldwin,NY,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2016,Electra,Children Bicycles
235,1,1,469.99,0.07,4,2016052,2,6,Ronkonkoma,NY,Baldwin Bikes,Baldwin,NY,Surly Ice Cream Truck Frameset - 2016,2016,Surly,Mountain Bikes
235,2,2,269.99,0.05,4,2016052,2,6,Ronkonkoma,NY,Baldwin Bikes,Baldwin,NY,Electra Cruiser 1 (24-Inch) - 2016,2016,Electra,Cruisers Bicycles
235,3,2,3999.99,0.05,4,2016052,2,6,Ronkonkoma,NY,Baldwin Bikes,Baldwin,NY,Trek Slash 8 27.5 - 2016,2016,Trek,Mountain Bikes
236,1,2,999.99,0.07,4,2016052,2,6,Brooklyn,NY,Baldwin Bikes,Baldwin,NY,Surly Wednesday Frameset - 2016,2016,Surly,Mountain Bikes
236,2,2,749.99,0.1,4,2016052,2,6,Brooklyn,NY,Baldwin Bikes,Baldwin,NY,Ritchey Timberwolf Frameset - 2016,2016,Ritchey,Mountain Bikes
236,3,2,2899.99,0.1,4,2016052,2,6,Brooklyn,NY,Baldwin Bikes,Baldwin,NY,Trek Fuel EX 8 29 - 2016,2016,Trek,Mountain Bikes
237,1,1,529.99,0.2,4,2016052,2,7,Jamestown,NY,Baldwin Bikes,Baldwin,NY,Electra Moto 1 - 2016,2016,Electra,Cruisers Bicycles
237,2,1,549.99,0.07,4,2016052,2,7,Jamestown,NY,Baldwin Bikes,Baldwin,NY,Electra Townie Original 21D - 2016,2016,Electra,Comfort Bicycles
237,3,2,599.99,0.2,4,2016052,2,7,Jamestown,NY,Baldwin Bikes,Baldwin,NY,Electra Townie Original 7D EQ - Women's - 2016,2016,Electra,Cruisers Bicycles
237,4,1,599.99,0.05,4,2016052,2,7,Jamestown,NY,Baldwin Bikes,Baldwin,NY,Electra Townie Original 7D EQ - 2016,2016,Electra,Comfort Bicycles
238,1,2,599.99,0.2,4,2016052,2,6,Rosedale,NY,Baldwin Bikes,Baldwin,NY,Electra Townie Original 7D EQ - Women's - 2016,2016,Electra,Cruisers Bicycles
238,2,1,499.99,0.07,4,2016052,2,6,Rosedale,NY,Baldwin Bikes,Baldwin,NY,Electra Townie Original 7D - 2015/2016,2016,Electra,Comfort Bicycles
