,Question,SQL Query,Method,Table,Label
37,What is the compensation amount for an analyst specializing in data within the sales division?,"SELECT Salary FROM EmployeeJobRolesHistory WHERE JobRole = ""Data Analyst"" AND Department = ""Sales"";",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>JobRole</th>
      <th>Data Analyst</th>
      <th>HR Manager</th>
      <th>Product Manager</th>
      <th>Sales Executive</th>
      <th>Software Engineer</th>
    </tr>
    <tr>
      <th>Department</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Engineering</th>
      <td>128644.473186</td>
      <td>50452.682670</td>
      <td>37622.764095</td>
      <td>88969.920980</td>
      <td>119530.429963</td>
    </tr>
    <tr>
      <th>Finance</th>
      <td>52199.163367</td>
      <td>68449.765687</td>
      <td>57162.693135</td>
      <td>41513.395659</td>
      <td>51108.662725</td>
    </tr>
    <tr>
      <th>HR</th>
      <td>143602.532824</td>
      <td>96437.311057</td>
      <td>54848.269202</td>
      <td>131101.590152</td>
      <td>127756.711710</td>
    </tr>
    <tr>
      <th>Marketing</th>
      <td>116750.470181</td>
      <td>142451.023879</td>
      <td>81179.437399</td>
      <td>116996.806821</td>
      <td>148374.114897</td>
    </tr>
    <tr>
      <th>Sales</th>
      <td>84570.399921</td>
      <td>41200.870476</td>
      <td>122856.853248</td>
      <td>126209.349400</td>
      <td>142307.418730</td>
    </tr>
  </tbody>
</table>",84570.399921
38,What is the length of time that an employee working as an Analyst in the Engineering department has stayed in their current role without receiving a promotion?,"SELECT YearsInCurrentRole FROM EmployeeCareerPath WHERE JobTitle = ""Analyst"" AND Department = ""Engineering"" AND PromotionStatus = ""No"";",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr>
      <th>Department</th>
      <th colspan=""5"" halign=""left"">Engineering</th>
      <th colspan=""5"" halign=""left"">Finance</th>
      <th colspan=""5"" halign=""left"">HR</th>
      <th colspan=""5"" halign=""left"">Marketing</th>
      <th colspan=""5"" halign=""left"">Sales</th>
    </tr>
    <tr>
      <th>JobTitle</th>
      <th>Analyst</th>
      <th>HR Specialist</th>
      <th>Manager</th>
      <th>Sales Representative</th>
      <th>Software Engineer</th>
      <th>Analyst</th>
      <th>HR Specialist</th>
      <th>Manager</th>
      <th>Sales Representative</th>
      <th>Software Engineer</th>
      <th>Analyst</th>
      <th>HR Specialist</th>
      <th>Manager</th>
      <th>Sales Representative</th>
      <th>Software Engineer</th>
      <th>Analyst</th>
      <th>HR Specialist</th>
      <th>Manager</th>
      <th>Sales Representative</th>
      <th>Software Engineer</th>
      <th>Analyst</th>
      <th>HR Specialist</th>
      <th>Manager</th>
      <th>Sales Representative</th>
      <th>Software Engineer</th>
    </tr>
    <tr>
      <th>PromotionStatus</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>No</th>
      <td>28.322034</td>
      <td>2.305618</td>
      <td>12.208552</td>
      <td>9.793240</td>
      <td>15.822112</td>
      <td>10.283981</td>
      <td>7.577276</td>
      <td>9.996543</td>
      <td>29.393953</td>
      <td>23.373107</td>
      <td>7.837342</td>
      <td>11.653724</td>
      <td>22.376018</td>
      <td>22.366412</td>
      <td>26.600092</td>
      <td>8.956831</td>
      <td>28.223185</td>
      <td>14.553621</td>
      <td>5.654730</td>
      <td>14.637185</td>
      <td>18.145260</td>
      <td>26.078322</td>
      <td>8.003193</td>
      <td>11.982948</td>
      <td>5.117516</td>
    </tr>
    <tr>
      <th>Yes</th>
      <td>7.810790</td>
      <td>12.518651</td>
      <td>14.597285</td>
      <td>16.091926</td>
      <td>1.001331</td>
      <td>13.534275</td>
      <td>20.472070</td>
      <td>5.627865</td>
      <td>7.618409</td>
      <td>26.229255</td>
      <td>8.617448</td>
      <td>11.263192</td>
      <td>11.824203</td>
      <td>16.643370</td>
      <td>17.210461</td>
      <td>15.049201</td>
      <td>1.464135</td>
      <td>1.904192</td>
      <td>23.619133</td>
      <td>15.028308</td>
      <td>15.166817</td>
      <td>21.877442</td>
      <td>1.326960</td>
      <td>17.187105</td>
      <td>15.756929</td>
    </tr>
  </tbody>
</table>",28.322034
39,"For sales representatives working within the sales division who have not advanced in their roles, what is the average length of time they have spent in their current position?","SELECT YearsInCurrentRole FROM EmployeeCareerProgression WHERE JobTitle = ""Sales Representative"" AND Department = ""Sales"" AND PromotionStatus = ""Not Promoted"";",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr>
      <th>JobTitle</th>
      <th colspan=""5"" halign=""left"">Analyst</th>
      <th colspan=""5"" halign=""left"">HR Specialist</th>
      <th colspan=""5"" halign=""left"">Manager</th>
      <th colspan=""5"" halign=""left"">Sales Representative</th>
      <th colspan=""5"" halign=""left"">Software Engineer</th>
    </tr>
    <tr>
      <th>Department</th>
      <th>Finance</th>
      <th>HR</th>
      <th>IT</th>
      <th>Marketing</th>
      <th>Sales</th>
      <th>Finance</th>
      <th>HR</th>
      <th>IT</th>
      <th>Marketing</th>
      <th>Sales</th>
      <th>Finance</th>
      <th>HR</th>
      <th>IT</th>
      <th>Marketing</th>
      <th>Sales</th>
      <th>Finance</th>
      <th>HR</th>
      <th>IT</th>
      <th>Marketing</th>
      <th>Sales</th>
      <th>Finance</th>
      <th>HR</th>
      <th>IT</th>
      <th>Marketing</th>
      <th>Sales</th>
    </tr>
    <tr>
      <th>PromotionStatus</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Not Promoted</th>
      <td>17.744621</td>
      <td>13.688827</td>
      <td>20.028083</td>
      <td>14.420448</td>
      <td>8.324682</td>
      <td>10.428691</td>
      <td>0.667088</td>
      <td>21.258724</td>
      <td>24.68848</td>
      <td>14.216508</td>
      <td>7.667724</td>
      <td>12.922307</td>
      <td>24.740503</td>
      <td>13.289710</td>
      <td>27.484916</td>
      <td>19.238817</td>
      <td>22.717931</td>
      <td>0.137030</td>
      <td>26.313685</td>
      <td>12.916365</td>
      <td>13.011768</td>
      <td>24.553061</td>
      <td>9.288218</td>
      <td>21.270838</td>
      <td>17.149671</td>
    </tr>
    <tr>
      <th>Promoted</th>
      <td>18.014586</td>
      <td>11.039120</td>
      <td>13.232782</td>
      <td>0.078022</td>
      <td>17.778679</td>
      <td>9.505630</td>
      <td>1.949853</td>
      <td>1.554349</td>
      <td>25.51304</td>
      <td>0.743726</td>
      <td>15.502073</td>
      <td>27.226552</td>
      <td>17.135480</td>
      <td>9.690051</td>
      <td>20.389449</td>
      <td>7.293226</td>
      <td>5.996610</td>
      <td>2.723839</td>
      <td>3.032730</td>
      <td>15.419736</td>
      <td>23.843093</td>
      <td>10.995824</td>
      <td>5.696776</td>
      <td>6.736025</td>
      <td>9.736311</td>
    </tr>
  </tbody>
</table>",12.916365
40,"What is the amount of experience, measured in years, held by employees who possess a moderate proficiency in interpersonal abilities?","SELECT YearsOfExperience FROM EmployeeWorkSkills WHERE SkillCategory = ""Soft Skills"" AND SkillLevel = ""Intermediate"";",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>SkillLevel</th>
      <th>Advanced</th>
      <th>Beginner</th>
      <th>Intermediate</th>
    </tr>
    <tr>
      <th>SkillCategory</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Analytical</th>
      <td>12.175281</td>
      <td>20.325142</td>
      <td>13.929760</td>
    </tr>
    <tr>
      <th>Creative</th>
      <td>1.494171</td>
      <td>9.466365</td>
      <td>26.358731</td>
    </tr>
    <tr>
      <th>Management</th>
      <td>3.278102</td>
      <td>26.013170</td>
      <td>6.741829</td>
    </tr>
    <tr>
      <th>Soft Skills</th>
      <td>7.643469</td>
      <td>25.960863</td>
      <td>9.119694</td>
    </tr>
    <tr>
      <th>Technical</th>
      <td>14.752747</td>
      <td>4.863496</td>
      <td>29.665402</td>
    </tr>
  </tbody>
</table>",9.119694
41,What is the performance score assigned to employees holding the Analyst position within the IT division?,"SELECT PerformanceRating FROM EmployeeJobPerformance WHERE JobRole = ""Analyst"" AND Department = ""IT"";",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>JobRole</th>
      <th>Analyst</th>
      <th>Designer</th>
      <th>Developer</th>
      <th>Manager</th>
      <th>Sales</th>
    </tr>
    <tr>
      <th>Department</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Finance</th>
      <td>2.460878</td>
      <td>2.852878</td>
      <td>4.325930</td>
      <td>3.370724</td>
      <td>4.588427</td>
    </tr>
    <tr>
      <th>HR</th>
      <td>3.508272</td>
      <td>2.907989</td>
      <td>3.251672</td>
      <td>1.569904</td>
      <td>1.642858</td>
    </tr>
    <tr>
      <th>IT</th>
      <td>1.154472</td>
      <td>1.885808</td>
      <td>1.529855</td>
      <td>4.157355</td>
      <td>2.814059</td>
    </tr>
    <tr>
      <th>Marketing</th>
      <td>1.738247</td>
      <td>0.115569</td>
      <td>1.000952</td>
      <td>0.843204</td>
      <td>0.463985</td>
    </tr>
    <tr>
      <th>Sales</th>
      <td>1.182852</td>
      <td>1.040857</td>
      <td>2.378743</td>
      <td>0.997362</td>
      <td>4.702600</td>
    </tr>
  </tbody>
</table>",1.154472
42,What was the rating assigned to unfavorable employee feedback at the start of the year 2020?,"SELECT FeedbackScore FROM EmployeeFeedbackAnalysis WHERE FeedbackCategory = ""Negative"" AND FeedbackDate = ""2020-01-01"";",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>FeedbackDate</th>
      <th>2020-01-01</th>
      <th>2023-12-31</th>
    </tr>
    <tr>
      <th>FeedbackCategory</th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Negative</th>
      <td>3.447907</td>
      <td>3.265464</td>
    </tr>
    <tr>
      <th>Neutral</th>
      <td>3.718441</td>
      <td>2.021047</td>
    </tr>
    <tr>
      <th>Positive</th>
      <td>1.166806</td>
      <td>3.557964</td>
    </tr>
  </tbody>
</table>",3.447907
43,What is the safety score for workers who neither underwent safety training nor reported any incidents and did not utilize any protective gear?,"SELECT SafetyScore FROM EmployeeWorkplaceSafety WHERE SafetyTrainingCompleted = ""No"" AND IncidentReported = ""No"" AND SafetyEquipmentUsed = ""None"";",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th></th>
      <th>IncidentReported</th>
      <th>No</th>
      <th>Yes</th>
    </tr>
    <tr>
      <th>SafetyTrainingCompleted</th>
      <th>SafetyEquipmentUsed</th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th rowspan=""3"" valign=""top"">No</th>
      <th>Gloves</th>
      <td>32.441268</td>
      <td>19.286639</td>
    </tr>
    <tr>
      <th>Helmet</th>
      <td>23.225088</td>
      <td>48.679497</td>
    </tr>
    <tr>
      <th>None</th>
      <td>17.632679</td>
      <td>88.871569</td>
    </tr>
    <tr>
      <th rowspan=""3"" valign=""top"">Yes</th>
      <th>Gloves</th>
      <td>34.702031</td>
      <td>33.532712</td>
    </tr>
    <tr>
      <th>Helmet</th>
      <td>20.963000</td>
      <td>62.514040</td>
    </tr>
    <tr>
      <th>None</th>
      <td>58.058033</td>
      <td>55.253189</td>
    </tr>
  </tbody>
</table>",17.632679
44,How many hours were dedicated to acquiring entry-level soft skills according to the data?,"SELECT HoursSpent FROM EmployeeSkillDevelopment WHERE SkillType = ""Soft"" AND SkillLevel = ""Beginner"";",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>SkillLevel</th>
      <th>Advanced</th>
      <th>Beginner</th>
      <th>Intermediate</th>
    </tr>
    <tr>
      <th>SkillType</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Management</th>
      <td>8.365395</td>
      <td>46.404713</td>
      <td>9.477278</td>
    </tr>
    <tr>
      <th>Soft</th>
      <td>11.880561</td>
      <td>99.330122</td>
      <td>52.706591</td>
    </tr>
    <tr>
      <th>Technical</th>
      <td>83.080248</td>
      <td>35.014016</td>
      <td>82.704511</td>
    </tr>
  </tbody>
</table>",99.330122
45,What is the number of years of experience held by employees who have reached an intermediate proficiency in Python?,"SELECT YearsOfExperience FROM EmployeeSkillLevels WHERE SkillName = ""Python"" AND SkillLevel = ""Intermediate"";",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>SkillLevel</th>
      <th>Advanced</th>
      <th>Beginner</th>
      <th>Intermediate</th>
    </tr>
    <tr>
      <th>SkillName</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Communication</th>
      <td>2.702323</td>
      <td>24.041851</td>
      <td>17.844553</td>
    </tr>
    <tr>
      <th>Data Analysis</th>
      <td>27.836916</td>
      <td>23.912368</td>
      <td>24.704468</td>
    </tr>
    <tr>
      <th>Java</th>
      <td>16.752199</td>
      <td>0.983211</td>
      <td>11.852375</td>
    </tr>
    <tr>
      <th>Project Management</th>
      <td>11.298901</td>
      <td>19.651046</td>
      <td>24.943768</td>
    </tr>
    <tr>
      <th>Python</th>
      <td>24.850904</td>
      <td>28.462721</td>
      <td>27.845701</td>
    </tr>
  </tbody>
</table>",27.845701
46,What is the measured intensity of cooperative connections among employees working in the sales division?,"SELECT RelationshipStrength FROM EmployeeWorkRelationships WHERE RelationshipType = ""Collaborator"" AND Department = ""Sales"";",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>Department</th>
      <th>Engineering</th>
      <th>Finance</th>
      <th>HR</th>
      <th>Marketing</th>
      <th>Sales</th>
    </tr>
    <tr>
      <th>RelationshipType</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Collaborator</th>
      <td>0.735176</td>
      <td>0.596760</td>
      <td>0.587180</td>
      <td>0.543325</td>
      <td>0.172866</td>
    </tr>
    <tr>
      <th>Manager</th>
      <td>0.133351</td>
      <td>0.576263</td>
      <td>0.786734</td>
      <td>0.347287</td>
      <td>0.964852</td>
    </tr>
    <tr>
      <th>Mentor</th>
      <td>0.388473</td>
      <td>0.357106</td>
      <td>0.352910</td>
      <td>0.464633</td>
      <td>0.681076</td>
    </tr>
    <tr>
      <th>Peer</th>
      <td>0.852501</td>
      <td>0.982608</td>
      <td>0.807423</td>
      <td>0.171685</td>
      <td>0.654820</td>
    </tr>
    <tr>
      <th>Subordinate</th>
      <td>0.237281</td>
      <td>0.449427</td>
      <td>0.280977</td>
      <td>0.759379</td>
      <td>0.482167</td>
    </tr>
  </tbody>
</table>",0.172866
47,What is the feedback rating obtained from interviews regarding workload during the quarterly assessment period?,"SELECT FeedbackScore FROM EmployeeFeedbackTrends WHERE FeedbackCategory = ""Workload"" AND FeedbackFrequency = ""Quarterly"" AND FeedbackSource = ""Interview"";",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr>
      <th>FeedbackCategory</th>
      <th colspan=""3"" halign=""left"">Management</th>
      <th colspan=""3"" halign=""left"">Recognition</th>
      <th colspan=""3"" halign=""left"">Team Dynamics</th>
      <th colspan=""3"" halign=""left"">Work Environment</th>
      <th colspan=""3"" halign=""left"">Workload</th>
    </tr>
    <tr>
      <th>FeedbackSource</th>
      <th>Interview</th>
      <th>Peer Review</th>
      <th>Survey</th>
      <th>Interview</th>
      <th>Peer Review</th>
      <th>Survey</th>
      <th>Interview</th>
      <th>Peer Review</th>
      <th>Survey</th>
      <th>Interview</th>
      <th>Peer Review</th>
      <th>Survey</th>
      <th>Interview</th>
      <th>Peer Review</th>
      <th>Survey</th>
    </tr>
    <tr>
      <th>FeedbackFrequency</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Annually</th>
      <td>3.445807</td>
      <td>1.926353</td>
      <td>1.888253</td>
      <td>0.961825</td>
      <td>2.557785</td>
      <td>8.549925</td>
      <td>5.692425</td>
      <td>8.265053</td>
      <td>2.998381</td>
      <td>2.734277</td>
      <td>1.877150</td>
      <td>6.873066</td>
      <td>2.847479</td>
      <td>6.466161</td>
      <td>4.789054</td>
    </tr>
    <tr>
      <th>Monthly</th>
      <td>0.478650</td>
      <td>0.099004</td>
      <td>9.341481</td>
      <td>4.216089</td>
      <td>1.272795</td>
      <td>4.024008</td>
      <td>8.978570</td>
      <td>1.602417</td>
      <td>4.370404</td>
      <td>1.049206</td>
      <td>0.510710</td>
      <td>5.238523</td>
      <td>0.578200</td>
      <td>7.877271</td>
      <td>8.672299</td>
    </tr>
    <tr>
      <th>Quarterly</th>
      <td>9.078582</td>
      <td>8.254932</td>
      <td>1.711483</td>
      <td>9.802584</td>
      <td>6.817303</td>
      <td>1.413264</td>
      <td>4.089632</td>
      <td>6.983239</td>
      <td>5.398026</td>
      <td>4.579508</td>
      <td>5.803979</td>
      <td>3.138291</td>
      <td>7.897934</td>
      <td>4.524255</td>
      <td>0.999907</td>
    </tr>
  </tbody>
</table>",7.897934
48,What was the score given for constructive feedback to the employee numbered 3709 during the session held on the specified date?,"SELECT FeedbackScore FROM EmployeeFeedbackSessions WHERE FeedbackType = ""Constructive"" AND SessionDate = ""YYYY-MM-DD"";",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th></th>
      <th>EmployeeID</th>
      <th>3036</th>
      <th>3645</th>
      <th>3709</th>
    </tr>
    <tr>
      <th>FeedbackType</th>
      <th>SessionDate</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Constructive</th>
      <th>YYYY-MM-DD</th>
      <td>NaN</td>
      <td>NaN</td>
      <td>0.792217</td>
    </tr>
    <tr>
      <th>Neutral</th>
      <th>YYYY-MM-DD</th>
      <td>2.936738</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th>Positive</th>
      <th>YYYY-MM-DD</th>
      <td>NaN</td>
      <td>4.000649</td>
      <td>NaN</td>
    </tr>
  </tbody>
</table>",0.792217
49,"What was the rating given by employees in the IT division for positive feedback on January 1st, 2020?","SELECT FeedbackScore FROM EmployeeWorkplaceFeedback WHERE Department = ""IT"" AND FeedbackType = ""Positive"" AND FeedbackDate = ""2020-01-01"";",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th></th>
      <th>Department</th>
      <th>Finance</th>
      <th>HR</th>
      <th>IT</th>
      <th>Marketing</th>
      <th>Sales</th>
    </tr>
    <tr>
      <th>FeedbackType</th>
      <th>FeedbackDate</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th rowspan=""2"" valign=""top"">Negative</th>
      <th>2020-01-01</th>
      <td>5.198245</td>
      <td>9.909842</td>
      <td>4.575223</td>
      <td>7.382720</td>
      <td>2.901634</td>
    </tr>
    <tr>
      <th>2023-12-31</th>
      <td>5.694064</td>
      <td>7.943165</td>
      <td>6.153991</td>
      <td>2.766387</td>
      <td>8.895090</td>
    </tr>
    <tr>
      <th rowspan=""2"" valign=""top"">Neutral</th>
      <th>2020-01-01</th>
      <td>1.040529</td>
      <td>0.301186</td>
      <td>6.527435</td>
      <td>2.778929</td>
      <td>2.756901</td>
    </tr>
    <tr>
      <th>2023-12-31</th>
      <td>0.907926</td>
      <td>9.919355</td>
      <td>3.854602</td>
      <td>8.109507</td>
      <td>0.427562</td>
    </tr>
    <tr>
      <th rowspan=""2"" valign=""top"">Positive</th>
      <th>2020-01-01</th>
      <td>0.647991</td>
      <td>4.739666</td>
      <td>6.500609</td>
      <td>1.686932</td>
      <td>4.098647</td>
    </tr>
    <tr>
      <th>2023-12-31</th>
      <td>6.796140</td>
      <td>5.015962</td>
      <td>0.115174</td>
      <td>7.045765</td>
      <td>5.067858</td>
    </tr>
  </tbody>
</table>",6.500609
50,What was the assessed proficiency level in technical skills during the third quarter of 2023?,"SELECT SkillRating FROM EmployeeSkillEvaluation WHERE SkillType = ""Technical"" AND EvaluationPeriod = ""Q3 2023"";",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>EvaluationPeriod</th>
      <th>Q1 2023</th>
      <th>Q2 2023</th>
      <th>Q3 2023</th>
      <th>Q4 2023</th>
    </tr>
    <tr>
      <th>SkillType</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Management</th>
      <td>2.651881</td>
      <td>2.463452</td>
      <td>1.827827</td>
      <td>3.934968</td>
    </tr>
    <tr>
      <th>Soft</th>
      <td>2.423829</td>
      <td>4.295643</td>
      <td>4.483885</td>
      <td>2.582866</td>
    </tr>
    <tr>
      <th>Technical</th>
      <td>4.290238</td>
      <td>4.687841</td>
      <td>4.659731</td>
      <td>2.418611</td>
    </tr>
  </tbody>
</table>",4.659731
51,What was the level of unfavorable feedback received by the finance team during the session held on the first day of January 2023?,"SELECT FeedbackScore FROM EmployeeFeedbackSessions WHERE Department = ""Finance"" AND FeedbackType = ""Negative"" AND SessionDate = ""2023-01-01"";",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr>
      <th>SessionDate</th>
      <th colspan=""3"" halign=""left"">2023-01-01</th>
      <th colspan=""3"" halign=""left"">2023-01-15</th>
      <th colspan=""3"" halign=""left"">2023-02-01</th>
      <th colspan=""3"" halign=""left"">2023-02-15</th>
    </tr>
    <tr>
      <th>FeedbackType</th>
      <th>Negative</th>
      <th>Neutral</th>
      <th>Positive</th>
      <th>Negative</th>
      <th>Neutral</th>
      <th>Positive</th>
      <th>Negative</th>
      <th>Neutral</th>
      <th>Positive</th>
      <th>Negative</th>
      <th>Neutral</th>
      <th>Positive</th>
    </tr>
    <tr>
      <th>Department</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Finance</th>
      <td>4.888555</td>
      <td>5.381961</td>
      <td>2.683062</td>
      <td>3.370415</td>
      <td>4.438387</td>
      <td>5.777177</td>
      <td>0.816862</td>
      <td>1.606386</td>
      <td>9.647800</td>
      <td>2.359599</td>
      <td>1.637711</td>
      <td>0.920502</td>
    </tr>
    <tr>
      <th>HR</th>
      <td>1.977737</td>
      <td>5.718106</td>
      <td>7.069574</td>
      <td>3.314065</td>
      <td>8.938132</td>
      <td>3.113811</td>
      <td>4.539772</td>
      <td>8.531529</td>
      <td>6.711522</td>
      <td>5.332862</td>
      <td>0.597889</td>
      <td>9.300158</td>
    </tr>
    <tr>
      <th>IT</th>
      <td>5.824264</td>
      <td>9.220728</td>
      <td>0.618435</td>
      <td>0.630571</td>
      <td>7.919634</td>
      <td>7.310882</td>
      <td>9.276213</td>
      <td>6.263136</td>
      <td>6.062709</td>
      <td>7.967998</td>
      <td>6.557214</td>
      <td>0.165965</td>
    </tr>
    <tr>
      <th>Marketing</th>
      <td>4.246205</td>
      <td>6.775724</td>
      <td>6.747130</td>
      <td>7.751926</td>
      <td>4.988586</td>
      <td>4.519762</td>
      <td>0.540241</td>
      <td>8.316638</td>
      <td>4.508479</td>
      <td>0.616116</td>
      <td>6.613949</td>
      <td>9.353616</td>
    </tr>
    <tr>
      <th>Sales</th>
      <td>6.507955</td>
      <td>9.968732</td>
      <td>2.903542</td>
      <td>4.583593</td>
      <td>9.331696</td>
      <td>2.344423</td>
      <td>3.076946</td>
      <td>5.732572</td>
      <td>0.938425</td>
      <td>8.572527</td>
      <td>4.570388</td>
      <td>3.340334</td>
    </tr>
  </tbody>
</table>",4.888555
52,What is the rating assigned to employees who are new to management and use their skills on a weekly schedule?,"SELECT SkillRating FROM EmployeeSkillUsage WHERE SkillType = ""Management"" AND SkillLevel = ""Beginner"" AND UsageFrequency = ""Weekly"";",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr>
      <th>SkillLevel</th>
      <th colspan=""3"" halign=""left"">Advanced</th>
      <th colspan=""3"" halign=""left"">Beginner</th>
      <th colspan=""3"" halign=""left"">Intermediate</th>
    </tr>
    <tr>
      <th>UsageFrequency</th>
      <th>Daily</th>
      <th>Monthly</th>
      <th>Weekly</th>
      <th>Daily</th>
      <th>Monthly</th>
      <th>Weekly</th>
      <th>Daily</th>
      <th>Monthly</th>
      <th>Weekly</th>
    </tr>
    <tr>
      <th>SkillType</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Management</th>
      <td>3.197214</td>
      <td>0.865428</td>
      <td>2.649159</td>
      <td>0.209614</td>
      <td>0.774027</td>
      <td>2.086268</td>
      <td>3.534447</td>
      <td>0.829497</td>
      <td>1.054381</td>
    </tr>
    <tr>
      <th>Soft</th>
      <td>4.224130</td>
      <td>2.104460</td>
      <td>0.562309</td>
      <td>0.077434</td>
      <td>3.488917</td>
      <td>2.670457</td>
      <td>3.980860</td>
      <td>0.501487</td>
      <td>0.223426</td>
    </tr>
    <tr>
      <th>Technical</th>
      <td>4.698413</td>
      <td>2.376336</td>
      <td>1.450088</td>
      <td>1.431564</td>
      <td>3.369131</td>
      <td>4.385601</td>
      <td>3.419533</td>
      <td>4.265936</td>
      <td>1.979103</td>
    </tr>
  </tbody>
</table>",2.086268
