,Question,SQL Query,Method,Table,Label
23,What is the salary for employees in the Finance department who received a Good performance rating during the fourth quarter?,"SELECT Salary FROM EmployeePerformanceMetrics WHERE Department = ""Finance"" AND PerformanceRating = ""Good"" AND ReviewPeriod = ""Q4""",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr>
      <th>Department</th>
      <th colspan=""4"" halign=""left"">Finance</th>
      <th colspan=""4"" halign=""left"">HR</th>
      <th colspan=""4"" halign=""left"">IT</th>
      <th colspan=""4"" halign=""left"">Marketing</th>
      <th colspan=""4"" halign=""left"">Sales</th>
    </tr>
    <tr>
      <th>PerformanceRating</th>
      <th>Average</th>
      <th>Excellent</th>
      <th>Good</th>
      <th>Poor</th>
      <th>Average</th>
      <th>Excellent</th>
      <th>Good</th>
      <th>Poor</th>
      <th>Average</th>
      <th>Excellent</th>
      <th>Good</th>
      <th>Poor</th>
      <th>Average</th>
      <th>Excellent</th>
      <th>Good</th>
      <th>Poor</th>
      <th>Average</th>
      <th>Excellent</th>
      <th>Good</th>
      <th>Poor</th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th></th>
      <td>33299.637682</td>
      <td>NaN</td>
      <td>30042.865747</td>
      <td>35126.510913</td>
      <td>NaN</td>
      <td>78598.114885</td>
      <td>33225.925054</td>
      <td>142752.200239</td>
      <td>NaN</td>
      <td>121601.310731</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>99246.296038</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>145558.762144</td>
      <td>76741.961684</td>
    </tr>
    <tr>
      <th></th>
      <td>NaN</td>
      <td>NaN</td>
      <td>30351.238977</td>
      <td>34555.588831</td>
      <td>125877.537075</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>91955.697215</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>51295.122419</td>
      <td>NaN</td>
      <td>78115.843112</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>43162.065968</td>
      <td>49880.466174</td>
      <td>126445.013882</td>
    </tr>
    <tr>
      <th></th>
      <td>NaN</td>
      <td>60896.613797</td>
      <td>NaN</td>
      <td>46787.397635</td>
      <td>69889.123964</td>
      <td>NaN</td>
      <td>134327.346353</td>
      <td>NaN</td>
      <td>124972.251442</td>
      <td>129117.037535</td>
      <td>NaN</td>
      <td>103458.749428</td>
      <td>37997.298831</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>78641.037587</td>
      <td>136763.345920</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th></th>
      <td>NaN</td>
      <td>113915.886004</td>
      <td>93567.722673</td>
      <td>147453.286183</td>
      <td>88527.883854</td>
      <td>84377.568409</td>
      <td>147259.535605</td>
      <td>NaN</td>
      <td>137770.735447</td>
      <td>149129.317539</td>
      <td>51736.453551</td>
      <td>NaN</td>
      <td>68386.496039</td>
      <td>81916.467144</td>
      <td>NaN</td>
      <td>108366.590699</td>
      <td>86205.666593</td>
      <td>93472.556626</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
  </tbody>
</table>",93567.72267320317
24,What is the wellness score for employees in the Finance department who did not participate in the wellness program and rated their feedback as poor?,"SELECT WellnessScore FROM EmployeeWellness WHERE Department = ""Finance"" AND WellnessProgramParticipation = ""No"" AND FeedbackRating = ""Poor""",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>WellnessProgramParticipation</th>
      <th>No</th>
      <th>Yes</th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th></th>
      <td>51.930313</td>
      <td>76.351650</td>
    </tr>
    <tr>
      <th></th>
      <td>57.998553</td>
      <td>67.679336</td>
    </tr>
    <tr>
      <th></th>
      <td>85.179712</td>
      <td>84.618886</td>
    </tr>
    <tr>
      <th></th>
      <td>36.325113</td>
      <td>73.447045</td>
    </tr>
    <tr>
      <th></th>
      <td>71.859878</td>
      <td>51.929035</td>
    </tr>
    <tr>
      <th></th>
      <td>96.353185</td>
      <td>38.042321</td>
    </tr>
    <tr>
      <th></th>
      <td>84.217222</td>
      <td>91.264462</td>
    </tr>
    <tr>
      <th></th>
      <td>67.342457</td>
      <td>50.246264</td>
    </tr>
    <tr>
      <th></th>
      <td>47.368667</td>
      <td>54.649653</td>
    </tr>
    <tr>
      <th></th>
      <td>37.071123</td>
      <td>5.004120</td>
    </tr>
    <tr>
      <th></th>
      <td>22.924640</td>
      <td>72.236950</td>
    </tr>
    <tr>
      <th></th>
      <td>65.119674</td>
      <td>21.847480</td>
    </tr>
    <tr>
      <th></th>
      <td>99.081452</td>
      <td>16.537017</td>
    </tr>
    <tr>
      <th></th>
      <td>2.551420</td>
      <td>73.319349</td>
    </tr>
    <tr>
      <th></th>
      <td>90.009886</td>
      <td>96.717597</td>
    </tr>
    <tr>
      <th></th>
      <td>58.278186</td>
      <td>57.460808</td>
    </tr>
    <tr>
      <th></th>
      <td>13.672458</td>
      <td>54.710559</td>
    </tr>
    <tr>
      <th></th>
      <td>8.809137</td>
      <td>81.167694</td>
    </tr>
    <tr>
      <th></th>
      <td>98.993828</td>
      <td>57.258293</td>
    </tr>
    <tr>
      <th></th>
      <td>62.367032</td>
      <td>87.449966</td>
    </tr>
    <tr>
      <th></th>
      <td>33.365733</td>
      <td>51.453617</td>
    </tr>
    <tr>
      <th></th>
      <td>88.470365</td>
      <td>87.877305</td>
    </tr>
    <tr>
      <th></th>
      <td>14.211784</td>
      <td>71.960053</td>
    </tr>
    <tr>
      <th></th>
      <td>51.339822</td>
      <td>34.799631</td>
    </tr>
    <tr>
      <th></th>
      <td>9.510571</td>
      <td>40.220430</td>
    </tr>
  </tbody>
</table>",36.325113113309314
25,What is the Work Life Balance Score for employees in the HR department who reported low job satisfaction?,"SELECT WorkLifeBalanceScore FROM EmployeeWellbeing WHERE Department = ""HR"" AND JobSatisfaction = ""Low""",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>JobSatisfaction</th>
      <th>High</th>
      <th>Low</th>
      <th>Medium</th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th></th>
      <td>8.632431</td>
      <td>4.757131</td>
      <td>1.700665</td>
    </tr>
    <tr>
      <th></th>
      <td>0.874682</td>
      <td>4.351581</td>
      <td>4.400608</td>
    </tr>
    <tr>
      <th></th>
      <td>7.348259</td>
      <td>1.891496</td>
      <td>2.451877</td>
    </tr>
    <tr>
      <th></th>
      <td>0.231324</td>
      <td>5.393858</td>
      <td>9.810856</td>
    </tr>
    <tr>
      <th></th>
      <td>0.386855</td>
      <td>7.626230</td>
      <td>3.355062</td>
    </tr>
  </tbody>
</table>",4.35158107944596
26,What was the self-assessed score for average performance during the fourth quarter of 2023?,"SELECT ReviewScore FROM EmployeePerformanceReview WHERE ReviewPeriod = ""Q4 2023"" AND Reviewer = ""Self"" AND PerformanceRating = ""Average""",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr>
      <th>ReviewPeriod</th>
      <th colspan=""4"" halign=""left"">Q1 2023</th>
      <th colspan=""4"" halign=""left"">Q2 2023</th>
      <th colspan=""4"" halign=""left"">Q3 2023</th>
      <th colspan=""4"" halign=""left"">Q4 2023</th>
    </tr>
    <tr>
      <th>PerformanceRating</th>
      <th>Average</th>
      <th>Excellent</th>
      <th>Good</th>
      <th>Poor</th>
      <th>Average</th>
      <th>Excellent</th>
      <th>Good</th>
      <th>Poor</th>
      <th>Average</th>
      <th>Excellent</th>
      <th>Good</th>
      <th>Poor</th>
      <th>Average</th>
      <th>Excellent</th>
      <th>Good</th>
      <th>Poor</th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th></th>
      <td>6.491324</td>
      <td>5.551553</td>
      <td>7.811182</td>
      <td>4.162752</td>
      <td>4.707697</td>
      <td>3.341507</td>
      <td>1.941819</td>
      <td>9.355178</td>
      <td>9.118580</td>
      <td>6.173867</td>
      <td>1.125813</td>
      <td>1.780142</td>
      <td>4.498864</td>
      <td>7.561614</td>
      <td>4.510099</td>
      <td>1.019579</td>
    </tr>
    <tr>
      <th></th>
      <td>5.192298</td>
      <td>1.551264</td>
      <td>2.757751</td>
      <td>0.821375</td>
      <td>0.717244</td>
      <td>7.718797</td>
      <td>3.328159</td>
      <td>0.035088</td>
      <td>2.020887</td>
      <td>2.107472</td>
      <td>2.222693</td>
      <td>0.927807</td>
      <td>3.007173</td>
      <td>4.553993</td>
      <td>0.325942</td>
      <td>3.523630</td>
    </tr>
    <tr>
      <th></th>
      <td>1.352272</td>
      <td>7.941267</td>
      <td>7.549376</td>
      <td>2.755133</td>
      <td>5.169243</td>
      <td>6.619466</td>
      <td>7.839077</td>
      <td>4.260870</td>
      <td>9.557567</td>
      <td>5.059654</td>
      <td>5.466428</td>
      <td>1.448424</td>
      <td>9.106012</td>
      <td>6.841694</td>
      <td>1.421652</td>
      <td>0.804040</td>
    </tr>
  </tbody>
</table>",9.10601186407043
27,What is the diversity score for Black females aged between 25 and 34 years?,"SELECT DiversityScore FROM EmployeeDiversity WHERE Gender = ""Female"" AND Ethnicity = ""Black"" AND AgeGroup = ""25-34""",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr>
      <th>Gender</th>
      <th colspan=""5"" halign=""left"">Female</th>
      <th colspan=""5"" halign=""left"">Male</th>
      <th colspan=""5"" halign=""left"">Non-binary</th>
      <th colspan=""5"" halign=""left"">Other</th>
    </tr>
    <tr>
      <th>AgeGroup</th>
      <th>18-24</th>
      <th>25-34</th>
      <th>35-44</th>
      <th>45-54</th>
      <th>55+</th>
      <th>18-24</th>
      <th>25-34</th>
      <th>35-44</th>
      <th>45-54</th>
      <th>55+</th>
      <th>18-24</th>
      <th>25-34</th>
      <th>35-44</th>
      <th>45-54</th>
      <th>55+</th>
      <th>18-24</th>
      <th>25-34</th>
      <th>35-44</th>
      <th>45-54</th>
      <th>55+</th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th></th>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>80.487804</td>
      <td>78.180304</td>
      <td>2.470917</td>
      <td>NaN</td>
      <td>66.095457</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>14.619562</td>
      <td>NaN</td>
      <td>53.360624</td>
      <td>59.560161</td>
      <td>NaN</td>
      <td>3.305554</td>
      <td>13.014813</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th></th>
      <td>77.147863</td>
      <td>82.878442</td>
      <td>12.798854</td>
      <td>NaN</td>
      <td>6.296114</td>
      <td>NaN</td>
      <td>32.214023</td>
      <td>67.878890</td>
      <td>30.696097</td>
      <td>12.679500</td>
      <td>99.811772</td>
      <td>NaN</td>
      <td>24.124384</td>
      <td>4.375930</td>
      <td>NaN</td>
      <td>11.314451</td>
      <td>NaN</td>
      <td>66.680607</td>
      <td>57.903056</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th></th>
      <td>NaN</td>
      <td>NaN</td>
      <td>23.467773</td>
      <td>72.182645</td>
      <td>86.597948</td>
      <td>78.332499</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>40.310060</td>
      <td>NaN</td>
      <td>13.696632</td>
      <td>82.939900</td>
      <td>NaN</td>
      <td>78.398921</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>62.395766</td>
      <td>NaN</td>
      <td>10.300284</td>
      <td>40.824466</td>
    </tr>
    <tr>
      <th></th>
      <td>NaN</td>
      <td>NaN</td>
      <td>17.981821</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>59.375224</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>34.022154</td>
      <td>48.868355</td>
      <td>39.914324</td>
      <td>70.260383</td>
      <td>95.399473</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th></th>
      <td>NaN</td>
      <td>74.791541</td>
      <td>NaN</td>
      <td>7.521585</td>
      <td>10.456991</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>43.805645</td>
      <td>30.585635</td>
      <td>NaN</td>
      <td>52.392683</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>69.307989</td>
      <td>59.482089</td>
      <td>88.708645</td>
    </tr>
  </tbody>
</table>",82.87844191537728
28,What is the turnover rate for employees in the Finance department who left due to resignation?,"SELECT TurnoverRate FROM EmployeeTurnover WHERE Department = ""Finance"" AND ReasonForLeaving = ""Resigned""",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>Department</th>
      <th>Finance</th>
      <th>HR</th>
      <th>IT</th>
      <th>Marketing</th>
      <th>Sales</th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th></th>
      <td>86.337566</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>93.642964</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th></th>
      <td>56.862009</td>
      <td>56.697987</td>
      <td>89.526732</td>
      <td>NaN</td>
      <td>97.072264</td>
    </tr>
    <tr>
      <th></th>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>65.072697</td>
      <td>96.295996</td>
    </tr>
    <tr>
      <th></th>
      <td>16.839657</td>
      <td>54.823495</td>
      <td>11.554867</td>
      <td>42.771419</td>
      <td>8.026774</td>
    </tr>
  </tbody>
</table>",56.86200943977895
29,What is the retention rate for employees in the Finance department who have been retained?,"SELECT RetentionRate FROM EmployeeRetention WHERE Department = ""Finance"" AND RetentionStatus = ""Retained""",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>RetentionStatus</th>
      <th>Left</th>
      <th>Retained</th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th></th>
      <td>NaN</td>
      <td>53.017527</td>
    </tr>
    <tr>
      <th></th>
      <td>71.848473</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th></th>
      <td>78.292933</td>
      <td>90.026480</td>
    </tr>
    <tr>
      <th></th>
      <td>NaN</td>
      <td>86.009538</td>
    </tr>
  </tbody>
</table>",53.017527065712024
30,"What is the bonus amount awarded to employees in the HR department who have a performance rating of ""Good"" and have been with the company for a duration of 6 to 10 years?","SELECT BonusAmount FROM EmployeePerformanceMetrics WHERE Department = ""HR"" AND PerformanceRating = ""Good"" AND YearsAtCompany = ""6-10""",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr>
      <th>YearsAtCompany</th>
      <th colspan=""4"" halign=""left"">1-2</th>
      <th colspan=""4"" halign=""left"">10+</th>
      <th colspan=""4"" halign=""left"">3-5</th>
      <th colspan=""4"" halign=""left"">6-10</th>
    </tr>
    <tr>
      <th>PerformanceRating</th>
      <th>Average</th>
      <th>Excellent</th>
      <th>Good</th>
      <th>Poor</th>
      <th>Average</th>
      <th>Excellent</th>
      <th>Good</th>
      <th>Poor</th>
      <th>Average</th>
      <th>Excellent</th>
      <th>Good</th>
      <th>Poor</th>
      <th>Average</th>
      <th>Excellent</th>
      <th>Good</th>
      <th>Poor</th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th></th>
      <td>76.944044</td>
      <td>3297.904161</td>
      <td>1544.513292</td>
      <td>2265.792609</td>
      <td>4937.380749</td>
      <td>506.771396</td>
      <td>4219.396178</td>
      <td>1762.275502</td>
      <td>3365.703902</td>
      <td>2976.707808</td>
      <td>2308.190319</td>
      <td>3714.947017</td>
      <td>452.858067</td>
      <td>2513.912522</td>
      <td>2838.490245</td>
      <td>4853.921307</td>
    </tr>
    <tr>
      <th></th>
      <td>3202.146071</td>
      <td>3727.971775</td>
      <td>4936.609249</td>
      <td>2669.233660</td>
      <td>4195.067462</td>
      <td>4014.819325</td>
      <td>4394.495625</td>
      <td>857.598635</td>
      <td>2105.250355</td>
      <td>1391.210349</td>
      <td>4409.067533</td>
      <td>306.121557</td>
      <td>4219.385985</td>
      <td>3038.719056</td>
      <td>2994.091992</td>
      <td>2755.791794</td>
    </tr>
    <tr>
      <th></th>
      <td>393.635607</td>
      <td>4150.577477</td>
      <td>3256.174017</td>
      <td>2986.423999</td>
      <td>2220.718650</td>
      <td>3982.770694</td>
      <td>2517.568337</td>
      <td>4994.593762</td>
      <td>917.597014</td>
      <td>2831.556346</td>
      <td>3699.538016</td>
      <td>232.986943</td>
      <td>801.723010</td>
      <td>2037.395600</td>
      <td>3872.130015</td>
      <td>2938.785939</td>
    </tr>
    <tr>
      <th></th>
      <td>356.108794</td>
      <td>3527.365278</td>
      <td>2358.691872</td>
      <td>4201.926884</td>
      <td>2480.428279</td>
      <td>1185.717791</td>
      <td>3036.190044</td>
      <td>1232.935999</td>
      <td>2431.676970</td>
      <td>2767.083871</td>
      <td>3981.937167</td>
      <td>174.446375</td>
      <td>1162.063848</td>
      <td>1423.714806</td>
      <td>1083.549272</td>
      <td>948.982171</td>
    </tr>
  </tbody>
</table>",2838.4902452638385
31,What is the number of years of experience for individuals holding the position of Sales Representative in the Marketing department who have received an average performance rating?,"SELECT YearsOfExperience FROM EmployeeWorkExperience WHERE JobTitle = ""Sales Representative"" AND Department = ""Marketing"" AND PerformanceRating = ""Average""",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr>
      <th>Department</th>
      <th colspan=""4"" halign=""left"">Finance</th>
      <th colspan=""4"" halign=""left"">HR</th>
      <th colspan=""4"" halign=""left"">IT</th>
      <th colspan=""4"" halign=""left"">Marketing</th>
      <th colspan=""4"" halign=""left"">Sales</th>
    </tr>
    <tr>
      <th>PerformanceRating</th>
      <th>Average</th>
      <th>Excellent</th>
      <th>Good</th>
      <th>Poor</th>
      <th>Average</th>
      <th>Excellent</th>
      <th>Good</th>
      <th>Poor</th>
      <th>Average</th>
      <th>Excellent</th>
      <th>Good</th>
      <th>Poor</th>
      <th>Average</th>
      <th>Excellent</th>
      <th>Good</th>
      <th>Poor</th>
      <th>Average</th>
      <th>Excellent</th>
      <th>Good</th>
      <th>Poor</th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th></th>
      <td>NaN</td>
      <td>29.198933</td>
      <td>NaN</td>
      <td>36.165164</td>
      <td>4.324654</td>
      <td>26.430840</td>
      <td>NaN</td>
      <td>19.206946</td>
      <td>36.898744</td>
      <td>29.387328</td>
      <td>7.001614</td>
      <td>25.719204</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>0.637931</td>
      <td>26.835325</td>
      <td>4.178873</td>
      <td>NaN</td>
      <td>19.048979</td>
    </tr>
    <tr>
      <th></th>
      <td>28.885543</td>
      <td>5.347779</td>
      <td>32.876826</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>37.395329</td>
      <td>4.361639</td>
      <td>NaN</td>
      <td>21.184809</td>
      <td>7.215376</td>
      <td>NaN</td>
      <td>8.901494</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>37.191182</td>
      <td>18.353303</td>
      <td>9.152786</td>
      <td>36.285456</td>
    </tr>
    <tr>
      <th></th>
      <td>NaN</td>
      <td>23.020678</td>
      <td>0.945644</td>
      <td>2.521830</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>3.252404</td>
      <td>NaN</td>
      <td>5.996982</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>18.984802</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>8.603265</td>
      <td>6.601038</td>
    </tr>
    <tr>
      <th></th>
      <td>NaN</td>
      <td>22.556836</td>
      <td>NaN</td>
      <td>32.464008</td>
      <td>NaN</td>
      <td>4.348338</td>
      <td>26.873549</td>
      <td>23.071766</td>
      <td>39.221950</td>
      <td>NaN</td>
      <td>12.973318</td>
      <td>36.780652</td>
      <td>14.015745</td>
      <td>36.262058</td>
      <td>37.993722</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>22.517559</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th></th>
      <td>31.308235</td>
      <td>22.274238</td>
      <td>3.109543</td>
      <td>NaN</td>
      <td>36.842651</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>7.514650</td>
      <td>11.936165</td>
      <td>32.871642</td>
      <td>24.634798</td>
      <td>15.032329</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>30.031115</td>
      <td>33.179019</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
  </tbody>
</table>",14.015745022853988
32,"What is the current satisfaction score for the employee enrolled in the Leadership Training program who has not yet completed it, specifically for Employee E002?","SELECT SatisfactionScore FROM EmployeeCareerDevelopment WHERE EmployeeID = ""E002"" AND DevelopmentProgram = ""Leadership Training"" AND CompletionStatus = ""In Progress""",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>EmployeeID</th>
      <th>E001</th>
      <th>E002</th>
      <th>E003</th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th></th>
      <td>9.946946</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th></th>
      <td>0.911607</td>
      <td>2.158015</td>
      <td>2.713917</td>
    </tr>
    <tr>
      <th></th>
      <td>2.549622</td>
      <td>NaN</td>
      <td>8.924499</td>
    </tr>
    <tr>
      <th></th>
      <td>7.693298</td>
      <td>2.982099</td>
      <td>9.946330</td>
    </tr>
    <tr>
      <th></th>
      <td>6.092173</td>
      <td>NaN</td>
      <td>1.892140</td>
    </tr>
    <tr>
      <th></th>
      <td>6.804078</td>
      <td>2.722481</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th></th>
      <td>8.461959</td>
      <td>0.621187</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th></th>
      <td>NaN</td>
      <td>8.353326</td>
      <td>0.524830</td>
    </tr>
    <tr>
      <th></th>
      <td>1.670591</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
  </tbody>
</table>",2.1580152220970406
33,What is the job satisfaction score for employees in the Marketing department who hold the position of Designer?,"SELECT JobSatisfactionScore FROM EmployeeJobSatisfaction WHERE JobRole = ""Designer"" AND Department = ""Marketing""",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>Department</th>
      <th>Finance</th>
      <th>HR</th>
      <th>IT</th>
      <th>Marketing</th>
      <th>Sales</th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th></th>
      <td>4.046530</td>
      <td>7.319263</td>
      <td>1.452597</td>
      <td>2.780898</td>
      <td>2.681906</td>
    </tr>
    <tr>
      <th></th>
      <td>4.799635</td>
      <td>4.762883</td>
      <td>3.096699</td>
      <td>6.468052</td>
      <td>2.896105</td>
    </tr>
    <tr>
      <th></th>
      <td>1.441668</td>
      <td>4.273897</td>
      <td>8.574306</td>
      <td>5.662709</td>
      <td>8.017529</td>
    </tr>
    <tr>
      <th></th>
      <td>7.235395</td>
      <td>4.986983</td>
      <td>8.082047</td>
      <td>6.833810</td>
      <td>9.828087</td>
    </tr>
    <tr>
      <th></th>
      <td>2.521879</td>
      <td>6.415590</td>
      <td>3.034963</td>
      <td>7.808481</td>
      <td>6.356083</td>
    </tr>
  </tbody>
</table>",6.468051998434002
34,What was the recognition value for the Spot Award category in May 2022?,"SELECT RecognitionValue FROM EmployeeRecognition WHERE RecognitionType = ""Spot Award"" AND RecognitionDate = ""2022-05""",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>RecognitionDate</th>
      <th>2022-01</th>
      <th>2022-02</th>
      <th>2022-03</th>
      <th>2022-04</th>
      <th>2022-05</th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th></th>
      <td>79.868800</td>
      <td>201.903375</td>
      <td>188.615092</td>
      <td>94.906718</td>
      <td>165.929891</td>
    </tr>
    <tr>
      <th></th>
      <td>411.633723</td>
      <td>462.429262</td>
      <td>51.480917</td>
      <td>459.722677</td>
      <td>110.689352</td>
    </tr>
    <tr>
      <th></th>
      <td>68.200122</td>
      <td>207.520264</td>
      <td>330.132646</td>
      <td>79.733799</td>
      <td>245.227447</td>
    </tr>
    <tr>
      <th></th>
      <td>92.940896</td>
      <td>183.566693</td>
      <td>421.951140</td>
      <td>428.028559</td>
      <td>454.228749</td>
    </tr>
  </tbody>
</table>",245.22744712254018
35,What is the health score for employees who are classified as injured and exercise infrequently?,"SELECT HealthScore FROM EmployeeHealth WHERE HealthStatus = ""Injured"" AND ExerciseFrequency = ""Rarely""",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>HealthStatus</th>
      <th>Healthy</th>
      <th>Injured</th>
      <th>Recovering</th>
      <th>Sick</th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th></th>
      <td>43.347272</td>
      <td>0.700516</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th></th>
      <td>69.834951</td>
      <td>78.386505</td>
      <td>95.161967</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th></th>
      <td>NaN</td>
      <td>3.453124</td>
      <td>NaN</td>
      <td>54.760263</td>
    </tr>
    <tr>
      <th></th>
      <td>NaN</td>
      <td>88.643619</td>
      <td>15.703871</td>
      <td>NaN</td>
    </tr>
  </tbody>
</table>",3.453124488816506
36,"What is the salary of the employee with ID ""E001"" in the Sales department who has an average performance rating?","SELECT Salary FROM EmployeePerformanceMetrics2023 WHERE EmployeeID = ""E001"" AND Department = ""Sales"" AND PerformanceRating = ""Average""",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>PerformanceRating</th>
      <th>Average</th>
      <th>Excellent</th>
      <th>Good</th>
      <th>Poor</th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th></th>
      <td>NaN</td>
      <td>87240.963745</td>
      <td>NaN</td>
      <td>96201.874623</td>
    </tr>
    <tr>
      <th></th>
      <td>NaN</td>
      <td>42412.548528</td>
      <td>NaN</td>
      <td>104482.974064</td>
    </tr>
    <tr>
      <th></th>
      <td>51291.321399</td>
      <td>62874.683596</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th></th>
      <td>NaN</td>
      <td>36233.969232</td>
      <td>99779.302068</td>
      <td>96482.351542</td>
    </tr>
    <tr>
      <th></th>
      <td>85023.516342</td>
      <td>NaN</td>
      <td>118223.355120</td>
      <td>71082.362185</td>
    </tr>
    <tr>
      <th></th>
      <td>46728.614430</td>
      <td>49090.930148</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th></th>
      <td>45591.445238</td>
      <td>NaN</td>
      <td>45445.547786</td>
      <td>64551.969338</td>
    </tr>
    <tr>
      <th></th>
      <td>90861.729213</td>
      <td>99295.135556</td>
      <td>92414.698300</td>
      <td>61298.934746</td>
    </tr>
    <tr>
      <th></th>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>69584.772525</td>
    </tr>
    <tr>
      <th></th>
      <td>NaN</td>
      <td>70841.409409</td>
      <td>NaN</td>
      <td>99003.050335</td>
    </tr>
  </tbody>
</table>",85023.51634219455
