dataset,relation,row_attributes,column_attributes,value_attribute,num_row_attributes,num_column_attributes,pivot_rows,pivot_columns,pivot_cells,non_nan_density,source_rows,source_columns,relation_type,table_csv_path,total_header_levels,min_header_side_levels
bikestores,sales_enriched,customer_state; store_city; store_state,model_year,discount,3,1,3,3,9,1.0,4722,18,view,pivot_task/exports/tables_csv/bikestores__sales_enriched.csv,4,1
bikestores,sales_enriched,customer_state; store_name; store_city,model_year,discount,3,1,3,3,9,1.0,4722,18,view,pivot_task/exports/tables_csv/bikestores__sales_enriched.csv,4,1
bikestores,sales_enriched,customer_state; store_name; store_state,model_year,discount,3,1,3,3,9,1.0,4722,18,view,pivot_task/exports/tables_csv/bikestores__sales_enriched.csv,4,1
bikestores,sales_enriched,model_year,customer_state; store_city; store_state,discount,1,3,3,3,9,1.0,4722,18,view,pivot_task/exports/tables_csv/bikestores__sales_enriched.csv,4,1
bikestores,sales_enriched,model_year,customer_state; store_name; store_city,discount,1,3,3,3,9,1.0,4722,18,view,pivot_task/exports/tables_csv/bikestores__sales_enriched.csv,4,1
bikestores,sales_enriched,model_year,customer_state; store_name; store_state,discount,1,3,3,3,9,1.0,4722,18,view,pivot_task/exports/tables_csv/bikestores__sales_enriched.csv,4,1
bikestores,sales_enriched,model_year,store_id; customer_state; store_city,discount,1,3,3,3,9,1.0,4722,18,view,pivot_task/exports/tables_csv/bikestores__sales_enriched.csv,4,1
bikestores,sales_enriched,model_year,store_id; customer_state; store_name,discount,1,3,3,3,9,1.0,4722,18,view,pivot_task/exports/tables_csv/bikestores__sales_enriched.csv,4,1
bikestores,sales_enriched,model_year,store_id; customer_state; store_state,discount,1,3,3,3,9,1.0,4722,18,view,pivot_task/exports/tables_csv/bikestores__sales_enriched.csv,4,1
bikestores,sales_enriched,model_year,store_id; store_city; store_state,discount,1,3,3,3,9,1.0,4722,18,view,pivot_task/exports/tables_csv/bikestores__sales_enriched.csv,4,1
bikestores,sales_enriched,model_year,store_id; store_name; store_city,discount,1,3,3,3,9,1.0,4722,18,view,pivot_task/exports/tables_csv/bikestores__sales_enriched.csv,4,1
bikestores,sales_enriched,model_year,store_id; store_name; store_state,discount,1,3,3,3,9,1.0,4722,18,view,pivot_task/exports/tables_csv/bikestores__sales_enriched.csv,4,1
bikestores,sales_enriched,model_year,store_name; store_city; store_state,discount,1,3,3,3,9,1.0,4722,18,view,pivot_task/exports/tables_csv/bikestores__sales_enriched.csv,4,1
bikestores,sales_enriched,store_id; customer_state; store_city,model_year,discount,3,1,3,3,9,1.0,4722,18,view,pivot_task/exports/tables_csv/bikestores__sales_enriched.csv,4,1
bikestores,sales_enriched,store_id; customer_state; store_name,model_year,discount,3,1,3,3,9,1.0,4722,18,view,pivot_task/exports/tables_csv/bikestores__sales_enriched.csv,4,1
bikestores,sales_enriched,store_id; customer_state; store_state,model_year,discount,3,1,3,3,9,1.0,4722,18,view,pivot_task/exports/tables_csv/bikestores__sales_enriched.csv,4,1
bikestores,sales_enriched,store_id; store_city; store_state,model_year,discount,3,1,3,3,9,1.0,4722,18,view,pivot_task/exports/tables_csv/bikestores__sales_enriched.csv,4,1
bikestores,sales_enriched,store_id; store_name; store_city,model_year,discount,3,1,3,3,9,1.0,4722,18,view,pivot_task/exports/tables_csv/bikestores__sales_enriched.csv,4,1
bikestores,sales_enriched,store_id; store_name; store_state,model_year,discount,3,1,3,3,9,1.0,4722,18,view,pivot_task/exports/tables_csv/bikestores__sales_enriched.csv,4,1
bikestores,sales_enriched,store_name; store_city; store_state,model_year,discount,3,1,3,3,9,1.0,4722,18,view,pivot_task/exports/tables_csv/bikestores__sales_enriched.csv,4,1
bikestores,sales_enriched,customer_state; store_city; store_state,model_year,list_price,3,1,3,3,9,1.0,4722,18,view,pivot_task/exports/tables_csv/bikestores__sales_enriched.csv,4,1
bikestores,sales_enriched,customer_state; store_name; store_city,model_year,list_price,3,1,3,3,9,1.0,4722,18,view,pivot_task/exports/tables_csv/bikestores__sales_enriched.csv,4,1
bikestores,sales_enriched,customer_state; store_name; store_state,model_year,list_price,3,1,3,3,9,1.0,4722,18,view,pivot_task/exports/tables_csv/bikestores__sales_enriched.csv,4,1
bikestores,sales_enriched,model_year,customer_state; store_city; store_state,list_price,1,3,3,3,9,1.0,4722,18,view,pivot_task/exports/tables_csv/bikestores__sales_enriched.csv,4,1
bikestores,sales_enriched,model_year,customer_state; store_name; store_city,list_price,1,3,3,3,9,1.0,4722,18,view,pivot_task/exports/tables_csv/bikestores__sales_enriched.csv,4,1
bikestores,sales_enriched,model_year,customer_state; store_name; store_state,list_price,1,3,3,3,9,1.0,4722,18,view,pivot_task/exports/tables_csv/bikestores__sales_enriched.csv,4,1
bikestores,sales_enriched,model_year,store_id; customer_state; store_city,list_price,1,3,3,3,9,1.0,4722,18,view,pivot_task/exports/tables_csv/bikestores__sales_enriched.csv,4,1
bikestores,sales_enriched,model_year,store_id; customer_state; store_name,list_price,1,3,3,3,9,1.0,4722,18,view,pivot_task/exports/tables_csv/bikestores__sales_enriched.csv,4,1
bikestores,sales_enriched,model_year,store_id; customer_state; store_state,list_price,1,3,3,3,9,1.0,4722,18,view,pivot_task/exports/tables_csv/bikestores__sales_enriched.csv,4,1
bikestores,sales_enriched,model_year,store_id; store_city; store_state,list_price,1,3,3,3,9,1.0,4722,18,view,pivot_task/exports/tables_csv/bikestores__sales_enriched.csv,4,1
bikestores,sales_enriched,model_year,store_id; store_name; store_city,list_price,1,3,3,3,9,1.0,4722,18,view,pivot_task/exports/tables_csv/bikestores__sales_enriched.csv,4,1
bikestores,sales_enriched,model_year,store_id; store_name; store_state,list_price,1,3,3,3,9,1.0,4722,18,view,pivot_task/exports/tables_csv/bikestores__sales_enriched.csv,4,1
bikestores,sales_enriched,model_year,store_name; store_city; store_state,list_price,1,3,3,3,9,1.0,4722,18,view,pivot_task/exports/tables_csv/bikestores__sales_enriched.csv,4,1
bikestores,sales_enriched,store_id; customer_state; store_city,model_year,list_price,3,1,3,3,9,1.0,4722,18,view,pivot_task/exports/tables_csv/bikestores__sales_enriched.csv,4,1
bikestores,sales_enriched,store_id; customer_state; store_name,model_year,list_price,3,1,3,3,9,1.0,4722,18,view,pivot_task/exports/tables_csv/bikestores__sales_enriched.csv,4,1
bikestores,sales_enriched,store_id; customer_state; store_state,model_year,list_price,3,1,3,3,9,1.0,4722,18,view,pivot_task/exports/tables_csv/bikestores__sales_enriched.csv,4,1
bikestores,sales_enriched,store_id; store_city; store_state,model_year,list_price,3,1,3,3,9,1.0,4722,18,view,pivot_task/exports/tables_csv/bikestores__sales_enriched.csv,4,1
bikestores,sales_enriched,store_id; store_name; store_city,model_year,list_price,3,1,3,3,9,1.0,4722,18,view,pivot_task/exports/tables_csv/bikestores__sales_enriched.csv,4,1
bikestores,sales_enriched,store_id; store_name; store_state,model_year,list_price,3,1,3,3,9,1.0,4722,18,view,pivot_task/exports/tables_csv/bikestores__sales_enriched.csv,4,1
bikestores,sales_enriched,store_name; store_city; store_state,model_year,list_price,3,1,3,3,9,1.0,4722,18,view,pivot_task/exports/tables_csv/bikestores__sales_enriched.csv,4,1
sql_bootcamp,sales_enriched,month; quantity_sold,category,discount,2,1,120,6,720,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month_name; quantity_sold,category,discount,2,1,120,6,720,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month; quantity_sold,category,total_amount,2,1,120,6,720,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month_name; quantity_sold,category,total_amount,2,1,120,6,720,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month; quantity_sold,category,unit_price,2,1,120,6,720,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month_name; quantity_sold,category,unit_price,2,1,120,6,720,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month; category,quantity_sold,discount,2,1,72,10,720,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month_name; category,quantity_sold,discount,2,1,72,10,720,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month; category,quantity_sold,total_amount,2,1,72,10,720,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month_name; category,quantity_sold,total_amount,2,1,72,10,720,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month; category,quantity_sold,unit_price,2,1,72,10,720,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month_name; category,quantity_sold,unit_price,2,1,72,10,720,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,category; quantity_sold,month,discount,2,1,60,12,720,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,category; quantity_sold,month_name,discount,2,1,60,12,720,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,category; quantity_sold,month,total_amount,2,1,60,12,720,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,category; quantity_sold,month_name,total_amount,2,1,60,12,720,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,category; quantity_sold,month,unit_price,2,1,60,12,720,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,category; quantity_sold,month_name,unit_price,2,1,60,12,720,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month,category; quantity_sold,discount,1,2,12,60,720,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month_name,category; quantity_sold,discount,1,2,12,60,720,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month,category; quantity_sold,total_amount,1,2,12,60,720,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month_name,category; quantity_sold,total_amount,1,2,12,60,720,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month,category; quantity_sold,unit_price,1,2,12,60,720,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month_name,category; quantity_sold,unit_price,1,2,12,60,720,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,quantity_sold,month; category,discount,1,2,10,72,720,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,quantity_sold,month_name; category,discount,1,2,10,72,720,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,quantity_sold,month; category,total_amount,1,2,10,72,720,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,quantity_sold,month_name; category,total_amount,1,2,10,72,720,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,quantity_sold,month; category,unit_price,1,2,10,72,720,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,quantity_sold,month_name; category,unit_price,1,2,10,72,720,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,category,month; quantity_sold,discount,1,2,6,120,720,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,category,month_name; quantity_sold,discount,1,2,6,120,720,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,category,month; quantity_sold,total_amount,1,2,6,120,720,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,category,month_name; quantity_sold,total_amount,1,2,6,120,720,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,category,month; quantity_sold,unit_price,1,2,6,120,720,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,category,month_name; quantity_sold,unit_price,1,2,6,120,720,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month; quantity_sold,brand,discount,2,1,120,5,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month; quantity_sold,region,discount,2,1,120,5,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month_name; quantity_sold,brand,discount,2,1,120,5,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month_name; quantity_sold,region,discount,2,1,120,5,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month; quantity_sold,brand,total_amount,2,1,120,5,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month; quantity_sold,region,total_amount,2,1,120,5,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month_name; quantity_sold,brand,total_amount,2,1,120,5,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month_name; quantity_sold,region,total_amount,2,1,120,5,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month; quantity_sold,brand,unit_price,2,1,120,5,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month; quantity_sold,region,unit_price,2,1,120,5,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month_name; quantity_sold,brand,unit_price,2,1,120,5,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month_name; quantity_sold,region,unit_price,2,1,120,5,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month; brand,quantity_sold,discount,2,1,60,10,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month; region,quantity_sold,discount,2,1,60,10,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month_name; brand,quantity_sold,discount,2,1,60,10,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month_name; region,quantity_sold,discount,2,1,60,10,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month; brand,quantity_sold,total_amount,2,1,60,10,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month; region,quantity_sold,total_amount,2,1,60,10,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month_name; brand,quantity_sold,total_amount,2,1,60,10,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month_name; region,quantity_sold,total_amount,2,1,60,10,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month; brand,quantity_sold,unit_price,2,1,60,10,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month; region,quantity_sold,unit_price,2,1,60,10,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month_name; brand,quantity_sold,unit_price,2,1,60,10,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month_name; region,quantity_sold,unit_price,2,1,60,10,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,brand; quantity_sold,month,discount,2,1,50,12,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,brand; quantity_sold,month_name,discount,2,1,50,12,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,region; quantity_sold,month,discount,2,1,50,12,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,region; quantity_sold,month_name,discount,2,1,50,12,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,region; store_city,month,discount,2,1,50,12,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,region; store_city,month_name,discount,2,1,50,12,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,region; store_country,month,discount,2,1,50,12,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,region; store_country,month_name,discount,2,1,50,12,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,store_city,month; quarter,discount,1,2,50,12,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,store_city,month_name; month,discount,1,2,50,12,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,store_city,month_name; quarter,discount,1,2,50,12,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,brand; quantity_sold,month,total_amount,2,1,50,12,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,brand; quantity_sold,month_name,total_amount,2,1,50,12,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,region; quantity_sold,month,total_amount,2,1,50,12,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,region; quantity_sold,month_name,total_amount,2,1,50,12,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,region; store_city,month,total_amount,2,1,50,12,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,region; store_city,month_name,total_amount,2,1,50,12,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,region; store_country,month,total_amount,2,1,50,12,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,region; store_country,month_name,total_amount,2,1,50,12,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,store_city,month; quarter,total_amount,1,2,50,12,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,store_city,month_name; month,total_amount,1,2,50,12,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,store_city,month_name; quarter,total_amount,1,2,50,12,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,brand; quantity_sold,month,unit_price,2,1,50,12,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,brand; quantity_sold,month_name,unit_price,2,1,50,12,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,region; quantity_sold,month,unit_price,2,1,50,12,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,region; quantity_sold,month_name,unit_price,2,1,50,12,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,region; store_city,month,unit_price,2,1,50,12,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,region; store_city,month_name,unit_price,2,1,50,12,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,region; store_country,month,unit_price,2,1,50,12,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,region; store_country,month_name,unit_price,2,1,50,12,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,store_city,month; quarter,unit_price,1,2,50,12,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,store_city,month_name; month,unit_price,1,2,50,12,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,store_city,month_name; quarter,unit_price,1,2,50,12,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month,brand; quantity_sold,discount,1,2,12,50,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month,region; quantity_sold,discount,1,2,12,50,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month,region; store_city,discount,1,2,12,50,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month,region; store_country,discount,1,2,12,50,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month; quarter,store_city,discount,2,1,12,50,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month_name,brand; quantity_sold,discount,1,2,12,50,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month_name,region; quantity_sold,discount,1,2,12,50,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month_name,region; store_city,discount,1,2,12,50,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month_name,region; store_country,discount,1,2,12,50,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month_name; month,store_city,discount,2,1,12,50,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month_name; quarter,store_city,discount,2,1,12,50,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month,brand; quantity_sold,total_amount,1,2,12,50,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month,region; quantity_sold,total_amount,1,2,12,50,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month,region; store_city,total_amount,1,2,12,50,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month,region; store_country,total_amount,1,2,12,50,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month; quarter,store_city,total_amount,2,1,12,50,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month_name,brand; quantity_sold,total_amount,1,2,12,50,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month_name,region; quantity_sold,total_amount,1,2,12,50,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month_name,region; store_city,total_amount,1,2,12,50,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month_name,region; store_country,total_amount,1,2,12,50,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
sql_bootcamp,sales_enriched,month_name; month,store_city,total_amount,2,1,12,50,600,1.0,5000,20,view,pivot_task/exports/tables_csv/sql_bootcamp__sales_enriched.csv,3,1
